"country","resort","year","month","date","lower","upper"
"France","Valmorel",2015,12,"2015-12-1",2,8
"France","Valmorel",2016,12,"2016-12-1",0,7
"France","Valmorel",2014,1,"2014-1-1",28,97
"France","Valmorel",2015,1,"2015-1-1",23,68
"France","Valmorel",2016,1,"2016-1-1",50,98
"France","Valmorel",2017,1,"2017-1-1",5,15
"France","Valmorel",2014,2,"2014-2-1",78,160
"France","Valmorel",2015,2,"2015-2-1",67,134
"France","Valmorel",2016,2,"2016-2-1",55,151
"France","Valmorel",2014,3,"2014-3-1",64,173
"France","Valmorel",2015,3,"2015-3-1",40,135
"France","Valmorel",2016,3,"2016-3-1",71,166
"France","Valmorel",2014,4,"2014-4-1",10,88
"France","Valmorel",2015,4,"2015-4-1",13,82
"France","Valmorel",2016,4,"2016-4-1",8,65
"France","Plagne-Bellecote",2013,11,"2013-11-1",0,0
"France","Plagne-Bellecote",2015,11,"2015-11-1",2,8
"France","Plagne-Bellecote",2016,11,"2016-11-1",0,0
"France","Plagne-Bellecote",2013,12,"2013-12-1",21,110
"France","Plagne-Bellecote",2014,12,"2014-12-1",43,85
"France","Plagne-Bellecote",2015,12,"2015-12-1",10,82
"France","Plagne-Bellecote",2016,12,"2016-12-1",10,69
"France","Plagne-Bellecote",2014,1,"2014-1-1",30,154
"France","Plagne-Bellecote",2015,1,"2015-1-1",22,93
"France","Plagne-Bellecote",2016,1,"2016-1-1",26,156
"France","Plagne-Bellecote",2017,1,"2017-1-1",3,93
"France","Plagne-Bellecote",2014,2,"2014-2-1",33,199
"France","Plagne-Bellecote",2015,2,"2015-2-1",45,140
"France","Plagne-Bellecote",2016,2,"2016-2-1",28,237
"France","Plagne-Bellecote",2014,3,"2014-3-1",23,230
"France","Plagne-Bellecote",2015,3,"2015-3-1",22,159
"France","Plagne-Bellecote",2016,3,"2016-3-1",23,273
"France","Plagne-Bellecote",2014,4,"2014-4-1",5,186
"France","Plagne-Bellecote",2015,4,"2015-4-1",7,173
"France","Plagne-Bellecote",2016,4,"2016-4-1",5,205
"France","Sainte-Foy",2013,11,"2013-11-1",0,0
"France","Sainte-Foy",2015,11,"2015-11-1",0,0
"France","Sainte-Foy",2016,11,"2016-11-1",0,0
"France","Sainte-Foy",2013,12,"2013-12-1",16,26
"France","Sainte-Foy",2014,12,"2014-12-1",63,103
"France","Sainte-Foy",2015,12,"2015-12-1",12,14
"France","Sainte-Foy",2016,12,"2016-12-1",10,34
"France","Sainte-Foy",2014,1,"2014-1-1",57,130
"France","Sainte-Foy",2015,1,"2015-1-1",49,101
"France","Sainte-Foy",2016,1,"2016-1-1",84,169
"France","Sainte-Foy",2017,1,"2017-1-1",15,78
"France","Sainte-Foy",2014,2,"2014-2-1",72,192
"France","Sainte-Foy",2015,2,"2015-2-1",78,140
"France","Sainte-Foy",2016,2,"2016-2-1",100,219
"France","Sainte-Foy",2014,3,"2014-3-1",90,215
"France","Sainte-Foy",2015,3,"2015-3-1",59,144
"France","Sainte-Foy",2016,3,"2016-3-1",106,224
"France","Sainte-Foy",2014,4,"2014-4-1",26,92
"France","Sainte-Foy",2015,4,"2015-4-1",19,65
"France","Sainte-Foy",2016,4,"2016-4-1",39,98
"France","Meribel-Village",2013,11,"2013-11-1",0,0
"France","Meribel-Village",2015,11,"2015-11-1",3,4
"France","Meribel-Village",2016,11,"2016-11-1",0,0
"France","Meribel-Village",2013,12,"2013-12-1",26,80
"France","Meribel-Village",2014,12,"2014-12-1",38,98
"France","Meribel-Village",2015,12,"2015-12-1",18,57
"France","Meribel-Village",2016,12,"2016-12-1",3,50
"France","Meribel-Village",2014,1,"2014-1-1",64,98
"France","Meribel-Village",2015,1,"2015-1-1",30,92
"France","Meribel-Village",2016,1,"2016-1-1",68,147
"France","Meribel-Village",2017,1,"2017-1-1",5,72
"France","Meribel-Village",2014,2,"2014-2-1",106,139
"France","Meribel-Village",2015,2,"2015-2-1",80,144
"France","Meribel-Village",2016,2,"2016-2-1",84,181
"France","Meribel-Village",2014,3,"2014-3-1",97,144
"France","Meribel-Village",2015,3,"2015-3-1",74,152
"France","Meribel-Village",2016,3,"2016-3-1",94,203
"France","Meribel-Village",2014,4,"2014-4-1",38,94
"France","Meribel-Village",2015,4,"2015-4-1",23,162
"France","Meribel-Village",2016,4,"2016-4-1",25,143
"France","Plagne-Champagny-en-Vanoise",2013,11,"2013-11-1",0,0
"France","Plagne-Champagny-en-Vanoise",2015,11,"2015-11-1",2,8
"France","Plagne-Champagny-en-Vanoise",2016,11,"2016-11-1",0,0
"France","Plagne-Champagny-en-Vanoise",2013,12,"2013-12-1",21,110
"France","Plagne-Champagny-en-Vanoise",2014,12,"2014-12-1",43,85
"France","Plagne-Champagny-en-Vanoise",2015,12,"2015-12-1",10,82
"France","Plagne-Champagny-en-Vanoise",2016,12,"2016-12-1",10,69
"France","Plagne-Champagny-en-Vanoise",2014,1,"2014-1-1",30,154
"France","Plagne-Champagny-en-Vanoise",2015,1,"2015-1-1",22,93
"France","Plagne-Champagny-en-Vanoise",2016,1,"2016-1-1",26,156
"France","Plagne-Champagny-en-Vanoise",2017,1,"2017-1-1",3,93
"France","Plagne-Champagny-en-Vanoise",2014,2,"2014-2-1",33,199
"France","Plagne-Champagny-en-Vanoise",2015,2,"2015-2-1",45,140
"France","Plagne-Champagny-en-Vanoise",2016,2,"2016-2-1",28,237
"France","Plagne-Champagny-en-Vanoise",2014,3,"2014-3-1",23,230
"France","Plagne-Champagny-en-Vanoise",2015,3,"2015-3-1",22,159
"France","Plagne-Champagny-en-Vanoise",2016,3,"2016-3-1",23,273
"France","Plagne-Champagny-en-Vanoise",2014,4,"2014-4-1",5,186
"France","Plagne-Champagny-en-Vanoise",2015,4,"2015-4-1",7,173
"France","Plagne-Champagny-en-Vanoise",2016,4,"2016-4-1",5,205
"France","Valfrejus",2013,11,"2013-11-1",0,0
"France","Valfrejus",2015,11,"2015-11-1",0,0
"France","Valfrejus",2016,11,"2016-11-1",0,0
"France","Valfrejus",2013,12,"2013-12-1",6,18
"France","Valfrejus",2014,12,"2014-12-1",40,220
"France","Valfrejus",2015,12,"2015-12-1",1,6
"France","Valfrejus",2016,12,"2016-12-1",3,193
"France","Valfrejus",2014,1,"2014-1-1",40,151
"France","Valfrejus",2015,1,"2015-1-1",39,209
"France","Valfrejus",2016,1,"2016-1-1",40,100
"France","Valfrejus",2017,1,"2017-1-1",6,215
"France","Valfrejus",2014,2,"2014-2-1",60,180
"France","Valfrejus",2015,2,"2015-2-1",78,301
"France","Valfrejus",2016,2,"2016-2-1",60,79
"France","Valfrejus",2014,3,"2014-3-1",67,164
"France","Valfrejus",2015,3,"2015-3-1",55,318
"France","Valfrejus",2016,3,"2016-3-1",54,91
"France","Valfrejus",2014,4,"2014-4-1",25,81
"France","Valfrejus",2015,4,"2015-4-1",7,113
"France","Valfrejus",2016,4,"2016-4-1",9,20
"France","Notre-Dame",2013,11,"2013-11-1",0,0
"France","Notre-Dame",2015,11,"2015-11-1",0,0
"France","Notre-Dame",2016,11,"2016-11-1",0,0
"France","Notre-Dame",2013,12,"2013-12-1",9,21
"France","Notre-Dame",2014,12,"2014-12-1",50,68
"France","Notre-Dame",2015,12,"2015-12-1",5,11
"France","Notre-Dame",2016,12,"2016-12-1",2,2
"France","Notre-Dame",2014,1,"2014-1-1",51,123
"France","Notre-Dame",2015,1,"2015-1-1",35,75
"France","Notre-Dame",2016,1,"2016-1-1",75,130
"France","Notre-Dame",2017,1,"2017-1-1",7,12
"France","Notre-Dame",2014,2,"2014-2-1",95,181
"France","Notre-Dame",2015,2,"2015-2-1",93,157
"France","Notre-Dame",2016,2,"2016-2-1",68,164
"France","Notre-Dame",2014,3,"2014-3-1",82,198
"France","Notre-Dame",2015,3,"2015-3-1",47,130
"France","Notre-Dame",2016,3,"2016-3-1",56,202
"France","Notre-Dame",2014,4,"2014-4-1",11,33
"France","Notre-Dame",2015,4,"2015-4-1",2,15
"France","Notre-Dame",2016,4,"2016-4-1",6,41
"France","Les-Orres",2013,11,"2013-11-1",0,0
"France","Les-Orres",2015,11,"2015-11-1",0,0
"France","Les-Orres",2016,11,"2016-11-1",0,0
"France","Les-Orres",2013,12,"2013-12-1",24,44
"France","Les-Orres",2014,12,"2014-12-1",30,90
"France","Les-Orres",2015,12,"2015-12-1",25,26
"France","Les-Orres",2016,12,"2016-12-1",28,32
"France","Les-Orres",2014,1,"2014-1-1",85,120
"France","Les-Orres",2015,1,"2015-1-1",42,101
"France","Les-Orres",2016,1,"2016-1-1",60,67
"France","Les-Orres",2017,1,"2017-1-1",10,50
"France","Les-Orres",2014,2,"2014-2-1",126,170
"France","Les-Orres",2015,2,"2015-2-1",77,147
"France","Les-Orres",2016,2,"2016-2-1",69,89
"France","Les-Orres",2014,3,"2014-3-1",154,239
"France","Les-Orres",2015,3,"2015-3-1",60,150
"France","Les-Orres",2016,3,"2016-3-1",94,139
"France","Les-Orres",2014,4,"2014-4-1",60,162
"France","Les-Orres",2015,4,"2015-4-1",20,67
"France","Les-Orres",2016,4,"2016-4-1",30,59
"France","Les-Arc-Peisey-Nancroix",2013,11,"2013-11-1",0,0
"France","Les-Arc-Peisey-Nancroix",2015,11,"2015-11-1",0,0
"France","Les-Arc-Peisey-Nancroix",2016,11,"2016-11-1",0,0
"France","Les-Arc-Peisey-Nancroix",2013,12,"2013-12-1",17,48
"France","Les-Arc-Peisey-Nancroix",2014,12,"2014-12-1",55,75
"France","Les-Arc-Peisey-Nancroix",2015,12,"2015-12-1",10,64
"France","Les-Arc-Peisey-Nancroix",2016,12,"2016-12-1",5,54
"France","Les-Arc-Peisey-Nancroix",2014,1,"2014-1-1",66,144
"France","Les-Arc-Peisey-Nancroix",2015,1,"2015-1-1",43,89
"France","Les-Arc-Peisey-Nancroix",2016,1,"2016-1-1",92,174
"France","Les-Arc-Peisey-Nancroix",2017,1,"2017-1-1",10,95
"France","Les-Arc-Peisey-Nancroix",2014,2,"2014-2-1",106,196
"France","Les-Arc-Peisey-Nancroix",2015,2,"2015-2-1",97,153
"France","Les-Arc-Peisey-Nancroix",2016,2,"2016-2-1",124,261
"France","Les-Arc-Peisey-Nancroix",2014,3,"2014-3-1",112,213
"France","Les-Arc-Peisey-Nancroix",2015,3,"2015-3-1",78,154
"France","Les-Arc-Peisey-Nancroix",2016,3,"2016-3-1",124,257
"France","Les-Arc-Peisey-Nancroix",2014,4,"2014-4-1",46,151
"France","Les-Arc-Peisey-Nancroix",2015,4,"2015-4-1",37,166
"France","Les-Arc-Peisey-Nancroix",2016,4,"2016-4-1",52,134
"France","Courchevel-1850",2013,11,"2013-11-1",16,43
"France","Courchevel-1850",2015,11,"2015-11-1",13,46
"France","Courchevel-1850",2016,11,"2016-11-1",24,73
"France","Courchevel-1850",2013,12,"2013-12-1",44,89
"France","Courchevel-1850",2014,12,"2014-12-1",59,88
"France","Courchevel-1850",2015,12,"2015-12-1",26,67
"France","Courchevel-1850",2016,12,"2016-12-1",13,67
"France","Courchevel-1850",2014,1,"2014-1-1",77,100
"France","Courchevel-1850",2015,1,"2015-1-1",49,90
"France","Courchevel-1850",2016,1,"2016-1-1",81,144
"France","Courchevel-1850",2017,1,"2017-1-1",9,72
"France","Courchevel-1850",2014,2,"2014-2-1",123,138
"France","Courchevel-1850",2015,2,"2015-2-1",91,144
"France","Courchevel-1850",2016,2,"2016-2-1",123,182
"France","Courchevel-1850",2014,3,"2014-3-1",131,150
"France","Courchevel-1850",2015,3,"2015-3-1",91,150
"France","Courchevel-1850",2016,3,"2016-3-1",144,201
"France","Courchevel-1850",2014,4,"2014-4-1",63,115
"France","Courchevel-1850",2015,4,"2015-4-1",65,153
"France","Courchevel-1850",2016,4,"2016-4-1",72,134
"France","Chamonix",2013,11,"2013-11-1",10,32
"France","Chamonix",2015,11,"2015-11-1",10,44
"France","Chamonix",2016,11,"2016-11-1",0,163
"France","Chamonix",2013,12,"2013-12-1",20,132
"France","Chamonix",2014,12,"2014-12-1",30,160
"France","Chamonix",2015,12,"2015-12-1",10,160
"France","Chamonix",2016,12,"2016-12-1",0,117
"France","Chamonix",2014,1,"2014-1-1",90,163
"France","Chamonix",2015,1,"2015-1-1",11,119
"France","Chamonix",2016,1,"2016-1-1",17,295
"France","Chamonix",2017,1,"2017-1-1",1,100
"France","Chamonix",2014,2,"2014-2-1",145,207
"France","Chamonix",2015,2,"2015-2-1",43,201
"France","Chamonix",2016,2,"2016-2-1",35,378
"France","Chamonix",2014,3,"2014-3-1",150,264
"France","Chamonix",2015,3,"2015-3-1",7,196
"France","Chamonix",2016,3,"2016-3-1",19,662
"France","Chamonix",2014,4,"2014-4-1",82,238
"France","Chamonix",2015,4,"2015-4-1",0,180
"France","Chamonix",2016,4,"2016-4-1",0,716
"France","Alpe-d-Huez",2013,11,"2013-11-1",25,108
"France","Alpe-d-Huez",2015,11,"2015-11-1",10,23
"France","Alpe-d-Huez",2016,11,"2016-11-1",30,80
"France","Alpe-d-Huez",2013,12,"2013-12-1",34,162
"France","Alpe-d-Huez",2014,12,"2014-12-1",45,117
"France","Alpe-d-Huez",2015,12,"2015-12-1",22,66
"France","Alpe-d-Huez",2016,12,"2016-12-1",12,90
"France","Alpe-d-Huez",2014,1,"2014-1-1",77,201
"France","Alpe-d-Huez",2015,1,"2015-1-1",54,108
"France","Alpe-d-Huez",2016,1,"2016-1-1",66,159
"France","Alpe-d-Huez",2017,1,"2017-1-1",5,90
"France","Alpe-d-Huez",2014,2,"2014-2-1",119,224
"France","Alpe-d-Huez",2015,2,"2015-2-1",109,187
"France","Alpe-d-Huez",2016,2,"2016-2-1",129,260
"France","Alpe-d-Huez",2014,3,"2014-3-1",130,238
"France","Alpe-d-Huez",2015,3,"2015-3-1",93,183
"France","Alpe-d-Huez",2016,3,"2016-3-1",154,300
"France","Alpe-d-Huez",2014,4,"2014-4-1",52,168
"France","Alpe-d-Huez",2015,4,"2015-4-1",53,154
"France","Alpe-d-Huez",2016,4,"2016-4-1",71,184
"France","Les-Deux-Alpes",2013,11,"2013-11-1",3,14
"France","Les-Deux-Alpes",2015,11,"2015-11-1",1,5
"France","Les-Deux-Alpes",2016,11,"2016-11-1",0,8
"France","Les-Deux-Alpes",2013,12,"2013-12-1",20,170
"France","Les-Deux-Alpes",2014,12,"2014-12-1",15,90
"France","Les-Deux-Alpes",2015,12,"2015-12-1",8,60
"France","Les-Deux-Alpes",2016,12,"2016-12-1",0,117
"France","Les-Deux-Alpes",2014,1,"2014-1-1",25,170
"France","Les-Deux-Alpes",2015,1,"2015-1-1",12,104
"France","Les-Deux-Alpes",2016,1,"2016-1-1",16,86
"France","Les-Deux-Alpes",2017,1,"2017-1-1",0,120
"France","Les-Deux-Alpes",2014,2,"2014-2-1",54,199
"France","Les-Deux-Alpes",2015,2,"2015-2-1",56,193
"France","Les-Deux-Alpes",2016,2,"2016-2-1",35,135
"France","Les-Deux-Alpes",2014,3,"2014-3-1",75,220
"France","Les-Deux-Alpes",2015,3,"2015-3-1",58,210
"France","Les-Deux-Alpes",2016,3,"2016-3-1",40,169
"France","Les-Deux-Alpes",2014,4,"2014-4-1",33,179
"France","Les-Deux-Alpes",2015,4,"2015-4-1",17,176
"France","Les-Deux-Alpes",2016,4,"2016-4-1",28,180
"France","Les-Praz-De-Chamonix",2013,11,"2013-11-1",10,32
"France","Les-Praz-De-Chamonix",2015,11,"2015-11-1",10,44
"France","Les-Praz-De-Chamonix",2016,11,"2016-11-1",0,163
"France","Les-Praz-De-Chamonix",2013,12,"2013-12-1",20,132
"France","Les-Praz-De-Chamonix",2014,12,"2014-12-1",30,160
"France","Les-Praz-De-Chamonix",2015,12,"2015-12-1",10,160
"France","Les-Praz-De-Chamonix",2016,12,"2016-12-1",0,117
"France","Les-Praz-De-Chamonix",2014,1,"2014-1-1",90,163
"France","Les-Praz-De-Chamonix",2015,1,"2015-1-1",11,119
"France","Les-Praz-De-Chamonix",2016,1,"2016-1-1",17,295
"France","Les-Praz-De-Chamonix",2017,1,"2017-1-1",1,100
"France","Les-Praz-De-Chamonix",2014,2,"2014-2-1",145,207
"France","Les-Praz-De-Chamonix",2015,2,"2015-2-1",43,201
"France","Les-Praz-De-Chamonix",2016,2,"2016-2-1",35,378
"France","Les-Praz-De-Chamonix",2014,3,"2014-3-1",150,264
"France","Les-Praz-De-Chamonix",2015,3,"2015-3-1",7,196
"France","Les-Praz-De-Chamonix",2016,3,"2016-3-1",19,662
"France","Les-Praz-De-Chamonix",2014,4,"2014-4-1",82,238
"France","Les-Praz-De-Chamonix",2015,4,"2015-4-1",0,180
"France","Les-Praz-De-Chamonix",2016,4,"2016-4-1",0,716
"France","Chatel",2013,11,"2013-11-1",3,9
"France","Chatel",2015,11,"2015-11-1",0,0
"France","Chatel",2016,11,"2016-11-1",0,4
"France","Chatel",2013,12,"2013-12-1",37,75
"France","Chatel",2014,12,"2014-12-1",30,86
"France","Chatel",2015,12,"2015-12-1",13,31
"France","Chatel",2016,12,"2016-12-1",0,50
"France","Chatel",2014,1,"2014-1-1",62,138
"France","Chatel",2015,1,"2015-1-1",40,89
"France","Chatel",2016,1,"2016-1-1",57,129
"France","Chatel",2017,1,"2017-1-1",2,55
"France","Chatel",2014,2,"2014-2-1",95,188
"France","Chatel",2015,2,"2015-2-1",97,222
"France","Chatel",2016,2,"2016-2-1",55,142
"France","Chatel",2014,3,"2014-3-1",57,153
"France","Chatel",2015,3,"2015-3-1",82,194
"France","Chatel",2016,3,"2016-3-1",70,184
"France","Chatel",2014,4,"2014-4-1",19,89
"France","Chatel",2015,4,"2015-4-1",46,138
"France","Chatel",2016,4,"2016-4-1",39,110
"France","Courchevel",2013,11,"2013-11-1",16,43
"France","Courchevel",2015,11,"2015-11-1",13,46
"France","Courchevel",2016,11,"2016-11-1",24,73
"France","Courchevel",2013,12,"2013-12-1",44,89
"France","Courchevel",2014,12,"2014-12-1",59,88
"France","Courchevel",2015,12,"2015-12-1",26,67
"France","Courchevel",2016,12,"2016-12-1",13,67
"France","Courchevel",2014,1,"2014-1-1",77,100
"France","Courchevel",2015,1,"2015-1-1",49,90
"France","Courchevel",2016,1,"2016-1-1",81,144
"France","Courchevel",2017,1,"2017-1-1",9,72
"France","Courchevel",2014,2,"2014-2-1",123,138
"France","Courchevel",2015,2,"2015-2-1",91,144
"France","Courchevel",2016,2,"2016-2-1",123,182
"France","Courchevel",2014,3,"2014-3-1",131,150
"France","Courchevel",2015,3,"2015-3-1",91,150
"France","Courchevel",2016,3,"2016-3-1",144,201
"France","Courchevel",2014,4,"2014-4-1",63,115
"France","Courchevel",2015,4,"2015-4-1",65,153
"France","Courchevel",2016,4,"2016-4-1",72,134
"France","La-Tania",2013,11,"2013-11-1",0,0
"France","La-Tania",2015,11,"2015-11-1",2,9
"France","La-Tania",2016,11,"2016-11-1",0,0
"France","La-Tania",2013,12,"2013-12-1",26,61
"France","La-Tania",2014,12,"2014-12-1",40,85
"France","La-Tania",2015,12,"2015-12-1",24,69
"France","La-Tania",2016,12,"2016-12-1",6,42
"France","La-Tania",2014,1,"2014-1-1",59,99
"France","La-Tania",2015,1,"2015-1-1",42,90
"France","La-Tania",2016,1,"2016-1-1",86,156
"France","La-Tania",2017,1,"2017-1-1",9,74
"France","La-Tania",2014,2,"2014-2-1",115,136
"France","La-Tania",2015,2,"2015-2-1",94,144
"France","La-Tania",2016,2,"2016-2-1",109,181
"France","La-Tania",2014,3,"2014-3-1",118,154
"France","La-Tania",2015,3,"2015-3-1",88,150
"France","La-Tania",2016,3,"2016-3-1",143,201
"France","La-Tania",2014,4,"2014-4-1",50,111
"France","La-Tania",2015,4,"2015-4-1",64,138
"France","La-Tania",2016,4,"2016-4-1",30,93
"France","Vaujany",2013,11,"2013-11-1",0,0
"France","Vaujany",2015,11,"2015-11-1",2,4
"France","Vaujany",2016,11,"2016-11-1",0,9
"France","Vaujany",2013,12,"2013-12-1",3,16
"France","Vaujany",2014,12,"2014-12-1",40,88
"France","Vaujany",2015,12,"2015-12-1",5,35
"France","Vaujany",2016,12,"2016-12-1",0,36
"France","Vaujany",2014,1,"2014-1-1",74,105
"France","Vaujany",2015,1,"2015-1-1",15,99
"France","Vaujany",2016,1,"2016-1-1",17,104
"France","Vaujany",2017,1,"2017-1-1",0,20
"France","Vaujany",2014,2,"2014-2-1",131,163
"France","Vaujany",2015,2,"2015-2-1",67,135
"France","Vaujany",2016,2,"2016-2-1",6,154
"France","Vaujany",2014,3,"2014-3-1",86,170
"France","Vaujany",2015,3,"2015-3-1",33,126
"France","Vaujany",2016,3,"2016-3-1",7,154
"France","Vaujany",2014,4,"2014-4-1",14,104
"France","Vaujany",2015,4,"2015-4-1",9,143
"France","Vaujany",2016,4,"2016-4-1",0,101
"France","Valloire-Valmeinier",2013,11,"2013-11-1",0,0
"France","Valloire-Valmeinier",2015,11,"2015-11-1",0,0
"France","Valloire-Valmeinier",2016,11,"2016-11-1",0,0
"France","Valloire-Valmeinier",2013,12,"2013-12-1",12,21
"France","Valloire-Valmeinier",2014,12,"2014-12-1",50,100
"France","Valloire-Valmeinier",2015,12,"2015-12-1",3,9
"France","Valloire-Valmeinier",2016,12,"2016-12-1",2,35
"France","Valloire-Valmeinier",2014,1,"2014-1-1",56,93
"France","Valloire-Valmeinier",2015,1,"2015-1-1",33,93
"France","Valloire-Valmeinier",2016,1,"2016-1-1",28,82
"France","Valloire-Valmeinier",2017,1,"2017-1-1",10,65
"France","Valloire-Valmeinier",2014,2,"2014-2-1",72,181
"France","Valloire-Valmeinier",2015,2,"2015-2-1",56,128
"France","Valloire-Valmeinier",2016,2,"2016-2-1",35,130
"France","Valloire-Valmeinier",2014,3,"2014-3-1",62,212
"France","Valloire-Valmeinier",2015,3,"2015-3-1",34,114
"France","Valloire-Valmeinier",2016,3,"2016-3-1",44,152
"France","Valloire-Valmeinier",2014,4,"2014-4-1",20,117
"France","Valloire-Valmeinier",2015,4,"2015-4-1",14,58
"France","Valloire-Valmeinier",2016,4,"2016-4-1",11,62
"France","Les-Arcs-1950",2013,11,"2013-11-1",0,0
"France","Les-Arcs-1950",2015,11,"2015-11-1",0,0
"France","Les-Arcs-1950",2016,11,"2016-11-1",0,0
"France","Les-Arcs-1950",2013,12,"2013-12-1",21,74
"France","Les-Arcs-1950",2014,12,"2014-12-1",57,78
"France","Les-Arcs-1950",2015,12,"2015-12-1",11,66
"France","Les-Arcs-1950",2016,12,"2016-12-1",6,75
"France","Les-Arcs-1950",2014,1,"2014-1-1",65,140
"France","Les-Arcs-1950",2015,1,"2015-1-1",45,89
"France","Les-Arcs-1950",2016,1,"2016-1-1",84,167
"France","Les-Arcs-1950",2017,1,"2017-1-1",10,98
"France","Les-Arcs-1950",2014,2,"2014-2-1",105,192
"France","Les-Arcs-1950",2015,2,"2015-2-1",97,153
"France","Les-Arcs-1950",2016,2,"2016-2-1",124,264
"France","Les-Arcs-1950",2014,3,"2014-3-1",112,210
"France","Les-Arcs-1950",2015,3,"2015-3-1",78,152
"France","Les-Arcs-1950",2016,3,"2016-3-1",122,263
"France","Les-Arcs-1950",2014,4,"2014-4-1",47,158
"France","Les-Arcs-1950",2015,4,"2015-4-1",41,177
"France","Les-Arcs-1950",2016,4,"2016-4-1",57,145
"France","Tignes-Le-Lac",2013,11,"2013-11-1",29,185
"France","Tignes-Le-Lac",2015,11,"2015-11-1",12,73
"France","Tignes-Le-Lac",2016,11,"2016-11-1",36,108
"France","Tignes-Le-Lac",2013,12,"2013-12-1",45,136
"France","Tignes-Le-Lac",2014,12,"2014-12-1",53,97
"France","Tignes-Le-Lac",2015,12,"2015-12-1",29,72
"France","Tignes-Le-Lac",2016,12,"2016-12-1",40,138
"France","Tignes-Le-Lac",2014,1,"2014-1-1",74,144
"France","Tignes-Le-Lac",2015,1,"2015-1-1",48,102
"France","Tignes-Le-Lac",2016,1,"2016-1-1",87,154
"France","Tignes-Le-Lac",2017,1,"2017-1-1",40,130
"France","Tignes-Le-Lac",2014,2,"2014-2-1",108,189
"France","Tignes-Le-Lac",2015,2,"2015-2-1",91,160
"France","Tignes-Le-Lac",2016,2,"2016-2-1",131,241
"France","Tignes-Le-Lac",2014,3,"2014-3-1",113,217
"France","Tignes-Le-Lac",2015,3,"2015-3-1",100,161
"France","Tignes-Le-Lac",2016,3,"2016-3-1",154,272
"France","Tignes-Le-Lac",2014,4,"2014-4-1",51,201
"France","Tignes-Le-Lac",2015,4,"2015-4-1",72,173
"France","Tignes-Le-Lac",2016,4,"2016-4-1",79,168
"France","Chamrousse",2013,11,"2013-11-1",0,0
"France","Chamrousse",2015,11,"2015-11-1",2,0
"France","Chamrousse",2016,11,"2016-11-1",1,5
"France","Chamrousse",2013,12,"2013-12-1",20,24
"France","Chamrousse",2014,12,"2014-12-1",28,38
"France","Chamrousse",2015,12,"2015-12-1",21,25
"France","Chamrousse",2016,12,"2016-12-1",6,39
"France","Chamrousse",2014,1,"2014-1-1",60,80
"France","Chamrousse",2015,1,"2015-1-1",36,60
"France","Chamrousse",2016,1,"2016-1-1",36,64
"France","Chamrousse",2017,1,"2017-1-1",0,15
"France","Chamrousse",2014,2,"2014-2-1",99,132
"France","Chamrousse",2015,2,"2015-2-1",94,148
"France","Chamrousse",2016,2,"2016-2-1",40,83
"France","Chamrousse",2014,3,"2014-3-1",90,154
"France","Chamrousse",2015,3,"2015-3-1",47,104
"France","Chamrousse",2016,3,"2016-3-1",76,124
"France","Chamrousse",2014,4,"2014-4-1",15,56
"France","Chamrousse",2015,4,"2015-4-1",13,44
"France","Chamrousse",2016,4,"2016-4-1",13,38
"France","La-Plagne",2013,11,"2013-11-1",0,0
"France","La-Plagne",2015,11,"2015-11-1",2,8
"France","La-Plagne",2016,11,"2016-11-1",0,0
"France","La-Plagne",2013,12,"2013-12-1",21,110
"France","La-Plagne",2014,12,"2014-12-1",43,85
"France","La-Plagne",2015,12,"2015-12-1",10,82
"France","La-Plagne",2016,12,"2016-12-1",10,69
"France","La-Plagne",2014,1,"2014-1-1",30,154
"France","La-Plagne",2015,1,"2015-1-1",22,93
"France","La-Plagne",2016,1,"2016-1-1",26,156
"France","La-Plagne",2017,1,"2017-1-1",3,93
"France","La-Plagne",2014,2,"2014-2-1",33,199
"France","La-Plagne",2015,2,"2015-2-1",45,140
"France","La-Plagne",2016,2,"2016-2-1",28,237
"France","La-Plagne",2014,3,"2014-3-1",23,230
"France","La-Plagne",2015,3,"2015-3-1",22,159
"France","La-Plagne",2016,3,"2016-3-1",23,273
"France","La-Plagne",2014,4,"2014-4-1",5,186
"France","La-Plagne",2015,4,"2015-4-1",7,173
"France","La-Plagne",2016,4,"2016-4-1",5,205
"France","Megeve",2013,11,"2013-11-1",0,0
"France","Megeve",2015,11,"2015-11-1",0,5
"France","Megeve",2016,11,"2016-11-1",0,0
"France","Megeve",2013,12,"2013-12-1",8,25
"France","Megeve",2014,12,"2014-12-1",52,85
"France","Megeve",2015,12,"2015-12-1",8,42
"France","Megeve",2016,12,"2016-12-1",0,14
"France","Megeve",2014,1,"2014-1-1",32,124
"France","Megeve",2015,1,"2015-1-1",33,95
"France","Megeve",2016,1,"2016-1-1",40,140
"France","Megeve",2017,1,"2017-1-1",2,20
"France","Megeve",2014,2,"2014-2-1",57,161
"France","Megeve",2015,2,"2015-2-1",87,163
"France","Megeve",2016,2,"2016-2-1",37,177
"France","Megeve",2014,3,"2014-3-1",57,169
"France","Megeve",2015,3,"2015-3-1",53,125
"France","Megeve",2016,3,"2016-3-1",55,252
"France","Megeve",2014,4,"2014-4-1",19,77
"France","Megeve",2015,4,"2015-4-1",11,59
"France","Megeve",2016,4,"2016-4-1",12,112
"France","Les-Gets",2013,11,"2013-11-1",0,0
"France","Les-Gets",2015,11,"2015-11-1",0,0
