"country","resort","year","month","date","lower","upper"
"Canada","Lake-Louise",2014,3,"2014-3-1",121,213
"Canada","Lake-Louise",2015,3,"2015-3-1",155,155
"Canada","Lake-Louise",2014,4,"2014-4-1",140,225
"Canada","Lake-Louise",2015,4,"2015-4-1",176,181
"Canada","Jasper",2013,11,"2013-11-1",34,34
"Canada","Jasper",2015,11,"2015-11-1",46,46
"Canada","Jasper",2016,11,"2016-11-1",17,17
"Canada","Jasper",2013,12,"2013-12-1",49,49
"Canada","Jasper",2014,12,"2014-12-1",83,83
"Canada","Jasper",2015,12,"2015-12-1",70,70
"Canada","Jasper",2016,12,"2016-12-1",53,53
"Canada","Jasper",2014,1,"2014-1-1",90,90
"Canada","Jasper",2015,1,"2015-1-1",93,93
"Canada","Jasper",2016,1,"2016-1-1",73,73
"Canada","Jasper",2017,1,"2017-1-1",65,65
"Canada","Jasper",2014,2,"2014-2-1",93,93
"Canada","Jasper",2015,2,"2015-2-1",120,120
"Canada","Jasper",2016,2,"2016-2-1",93,93
"Canada","Jasper",2014,3,"2014-3-1",122,122
"Canada","Jasper",2015,3,"2015-3-1",123,123
"Canada","Jasper",2016,3,"2016-3-1",136,136
"Canada","Jasper",2014,4,"2014-4-1",138,138
"Canada","Jasper",2015,4,"2015-4-1",133,133
"Canada","Jasper",2016,4,"2016-4-1",74,74
"Canada","Red-Mountain",2013,11,"2013-11-1",0,0
"Canada","Red-Mountain",2015,11,"2015-11-1",0,0
"Canada","Red-Mountain",2016,11,"2016-11-1",0,0
"Canada","Red-Mountain",2013,12,"2013-12-1",85,85
"Canada","Red-Mountain",2014,12,"2014-12-1",114,114
"Canada","Red-Mountain",2015,12,"2015-12-1",111,111
"Canada","Red-Mountain",2016,12,"2016-12-1",86,86
"Canada","Red-Mountain",2014,1,"2014-1-1",111,111
"Canada","Red-Mountain",2015,1,"2015-1-1",128,128
"Canada","Red-Mountain",2016,1,"2016-1-1",168,168
"Canada","Red-Mountain",2017,1,"2017-1-1",147,147
"Canada","Red-Mountain",2014,2,"2014-2-1",149,149
"Canada","Red-Mountain",2015,2,"2015-2-1",148,148
"Canada","Red-Mountain",2016,2,"2016-2-1",210,210
"Canada","Red-Mountain",2014,3,"2014-3-1",192,192
"Canada","Red-Mountain",2015,3,"2015-3-1",142,142
"Canada","Red-Mountain",2016,3,"2016-3-1",287,287
"Canada","Red-Mountain",2014,4,"2014-4-1",63,63
"Canada","Red-Mountain",2015,4,"2015-4-1",0,0
"Canada","Red-Mountain",2016,4,"2016-4-1",14,14
"Canada","Whistler",2013,11,"2013-11-1",26,26
"Canada","Whistler",2015,11,"2015-11-1",52,52
"Canada","Whistler",2016,11,"2016-11-1",89,89
"Canada","Whistler",2013,12,"2013-12-1",85,85
"Canada","Whistler",2014,12,"2014-12-1",122,122
"Canada","Whistler",2015,12,"2015-12-1",157,157
"Canada","Whistler",2016,12,"2016-12-1",171,171
"Canada","Whistler",2014,1,"2014-1-1",130,130
"Canada","Whistler",2015,1,"2015-1-1",132,132
"Canada","Whistler",2016,1,"2016-1-1",179,179
"Canada","Whistler",2017,1,"2017-1-1",195,195
"Canada","Whistler",2014,2,"2014-2-1",173,173
"Canada","Whistler",2015,2,"2015-2-1",145,145
"Canada","Whistler",2016,2,"2016-2-1",245,245
"Canada","Whistler",2014,3,"2014-3-1",250,250
"Canada","Whistler",2015,3,"2015-3-1",155,155
"Canada","Whistler",2016,3,"2016-3-1",324,324
"Canada","Whistler",2014,4,"2014-4-1",242,242
"Canada","Whistler",2015,4,"2015-4-1",184,184
"Canada","Whistler",2016,4,"2016-4-1",250,250
"Canada","Kicking-Horse",2013,11,"2013-11-1",0,0
"Canada","Kicking-Horse",2015,11,"2015-11-1",13,18
"Canada","Kicking-Horse",2016,11,"2016-11-1",0,0
"Canada","Kicking-Horse",2013,12,"2013-12-1",90,90
"Canada","Kicking-Horse",2014,12,"2014-12-1",107,107
"Canada","Kicking-Horse",2015,12,"2015-12-1",118,118
"Canada","Kicking-Horse",2016,12,"2016-12-1",88,88
"Canada","Kicking-Horse",2014,1,"2014-1-1",127,127
"Canada","Kicking-Horse",2015,1,"2015-1-1",120,120
"Canada","Kicking-Horse",2016,1,"2016-1-1",129,129
"Canada","Kicking-Horse",2017,1,"2017-1-1",106,106
"Canada","Kicking-Horse",2014,2,"2014-2-1",155,155
"Canada","Kicking-Horse",2015,2,"2015-2-1",153,153
"Canada","Kicking-Horse",2016,2,"2016-2-1",166,166
"Canada","Kicking-Horse",2014,3,"2014-3-1",205,205
"Canada","Kicking-Horse",2015,3,"2015-3-1",157,157
"Canada","Kicking-Horse",2016,3,"2016-3-1",189,189
"Canada","Kicking-Horse",2014,4,"2014-4-1",136,136
"Canada","Kicking-Horse",2015,4,"2015-4-1",53,53
"Canada","Kicking-Horse",2016,4,"2016-4-1",51,51
"Canada","Panorama",2013,11,"2013-11-1",0,0
"Canada","Panorama",2015,11,"2015-11-1",0,0
"Canada","Panorama",2016,11,"2016-11-1",0,0
"Canada","Panorama",2013,12,"2013-12-1",44,72
"Canada","Panorama",2014,12,"2014-12-1",39,80
"Canada","Panorama",2015,12,"2015-12-1",32,71
"Canada","Panorama",2016,12,"2016-12-1",21,54
"Canada","Panorama",2014,1,"2014-1-1",63,92
"Canada","Panorama",2015,1,"2015-1-1",52,91
"Canada","Panorama",2016,1,"2016-1-1",60,108
"Canada","Panorama",2017,1,"2017-1-1",45,91
"Canada","Panorama",2014,2,"2014-2-1",89,121
"Canada","Panorama",2015,2,"2015-2-1",45,112
"Canada","Panorama",2016,2,"2016-2-1",64,127
"Canada","Panorama",2014,3,"2014-3-1",86,146
"Canada","Panorama",2015,3,"2015-3-1",30,124
"Canada","Panorama",2016,3,"2016-3-1",54,139
"Canada","Panorama",2014,4,"2014-4-1",33,92
"Canada","Panorama",2015,4,"2015-4-1",10,39
"Canada","Panorama",2016,4,"2016-4-1",8,36
"Canada","Sun-Peaks",2013,11,"2013-11-1",12,19
"Canada","Sun-Peaks",2015,11,"2015-11-1",38,38
"Canada","Sun-Peaks",2016,11,"2016-11-1",25,34
"Canada","Sun-Peaks",2013,12,"2013-12-1",67,95
"Canada","Sun-Peaks",2014,12,"2014-12-1",105,122
"Canada","Sun-Peaks",2015,12,"2015-12-1",97,108
"Canada","Sun-Peaks",2016,12,"2016-12-1",91,119
"Canada","Sun-Peaks",2014,1,"2014-1-1",105,140
"Canada","Sun-Peaks",2015,1,"2015-1-1",116,145
"Canada","Sun-Peaks",2016,1,"2016-1-1",136,151
"Canada","Sun-Peaks",2017,1,"2017-1-1",105,138
"Canada","Sun-Peaks",2014,2,"2014-2-1",118,158
"Canada","Sun-Peaks",2015,2,"2015-2-1",128,157
"Canada","Sun-Peaks",2016,2,"2016-2-1",164,182
"Canada","Sun-Peaks",2014,3,"2014-3-1",149,187
"Canada","Sun-Peaks",2015,3,"2015-3-1",125,162
"Canada","Sun-Peaks",2016,3,"2016-3-1",206,229
"Canada","Sun-Peaks",2014,4,"2014-4-1",58,75
"Canada","Sun-Peaks",2015,4,"2015-4-1",43,56
"Canada","Sun-Peaks",2016,4,"2016-4-1",56,55
"Canada","Banff",2013,11,"2013-11-1",20,65
"Canada","Banff",2013,12,"2013-12-1",64,92
"Canada","Banff",2014,12,"2014-12-1",97,100
"Canada","Banff",2014,1,"2014-1-1",101,142
"Canada","Banff",2015,1,"2015-1-1",110,114
"Canada","Banff",2014,2,"2014-2-1",114,160
"Canada","Banff",2015,2,"2015-2-1",151,152
"Canada","Banff",2014,3,"2014-3-1",121,213
"Canada","Banff",2015,3,"2015-3-1",155,155
"Canada","Banff",2014,4,"2014-4-1",140,225
"Canada","Banff",2015,4,"2015-4-1",176,181
"Canada","Fernie",2013,11,"2013-11-1",27,27
"Canada","Fernie",2015,11,"2015-11-1",5,5
"Canada","Fernie",2016,11,"2016-11-1",6,6
"Canada","Fernie",2013,12,"2013-12-1",157,157
"Canada","Fernie",2014,12,"2014-12-1",162,162
"Canada","Fernie",2015,12,"2015-12-1",129,129
"Canada","Fernie",2016,12,"2016-12-1",126,126
"Canada","Fernie",2014,1,"2014-1-1",178,178
"Canada","Fernie",2015,1,"2015-1-1",142,142
"Canada","Fernie",2016,1,"2016-1-1",193,193
"Canada","Fernie",2017,1,"2017-1-1",183,183
"Canada","Fernie",2014,2,"2014-2-1",211,211
"Canada","Fernie",2015,2,"2015-2-1",140,140
"Canada","Fernie",2016,2,"2016-2-1",270,270
"Canada","Fernie",2014,3,"2014-3-1",324,324
"Canada","Fernie",2015,3,"2015-3-1",155,155
"Canada","Fernie",2016,3,"2016-3-1",320,320
"Canada","Fernie",2014,4,"2014-4-1",174,163
"Canada","Fernie",2015,4,"2015-4-1",51,51
"Canada","Fernie",2016,4,"2016-4-1",86,86
"Canada","Tremblant",2013,11,"2013-11-1",6,6
"Canada","Tremblant",2015,11,"2015-11-1",2,2
"Canada","Tremblant",2016,11,"2016-11-1",8,8
"Canada","Tremblant",2013,12,"2013-12-1",73,84
"Canada","Tremblant",2014,12,"2014-12-1",63,103
"Canada","Tremblant",2015,12,"2015-12-1",11,11
"Canada","Tremblant",2016,12,"2016-12-1",95,95
"Canada","Tremblant",2014,1,"2014-1-1",72,72
"Canada","Tremblant",2015,1,"2015-1-1",86,147
"Canada","Tremblant",2016,1,"2016-1-1",56,56
"Canada","Tremblant",2017,1,"2017-1-1",249,249
"Canada","Tremblant",2014,2,"2014-2-1",70,70
"Canada","Tremblant",2015,2,"2015-2-1",108,188
"Canada","Tremblant",2016,2,"2016-2-1",74,74
"Canada","Tremblant",2014,3,"2014-3-1",70,70
"Canada","Tremblant",2015,3,"2015-3-1",110,190
"Canada","Tremblant",2016,3,"2016-3-1",95,95
"Canada","Tremblant",2014,4,"2014-4-1",45,45
"Canada","Tremblant",2015,4,"2015-4-1",45,84
"Canada","Tremblant",2016,4,"2016-4-1",32,39
"Canada","Sunshine-Village",2013,11,"2013-11-1",20,65
"Canada","Sunshine-Village",2013,12,"2013-12-1",64,92
"Canada","Sunshine-Village",2014,12,"2014-12-1",97,100
"Canada","Sunshine-Village",2014,1,"2014-1-1",101,142
"Canada","Sunshine-Village",2015,1,"2015-1-1",110,114
"Canada","Sunshine-Village",2014,2,"2014-2-1",114,160
"Canada","Sunshine-Village",2015,2,"2015-2-1",151,152
"Canada","Sunshine-Village",2014,3,"2014-3-1",121,213
"Canada","Sunshine-Village",2015,3,"2015-3-1",155,155
"Canada","Sunshine-Village",2014,4,"2014-4-1",140,225
"Canada","Sunshine-Village",2015,4,"2015-4-1",176,181
"Canada","Big-White",2013,11,"2013-11-1",47,51
"Canada","Big-White",2015,11,"2015-11-1",75,75
"Canada","Big-White",2016,11,"2016-11-1",25,25
"Canada","Big-White",2013,12,"2013-12-1",106,127
"Canada","Big-White",2014,12,"2014-12-1",94,172
"Canada","Big-White",2015,12,"2015-12-1",158,158
"Canada","Big-White",2016,12,"2016-12-1",121,121
"Canada","Big-White",2014,1,"2014-1-1",144,188
"Canada","Big-White",2015,1,"2015-1-1",150,179
"Canada","Big-White",2016,1,"2016-1-1",215,215
"Canada","Big-White",2017,1,"2017-1-1",158,158
"Canada","Big-White",2014,2,"2014-2-1",173,216
"Canada","Big-White",2015,2,"2015-2-1",192,192
"Canada","Big-White",2016,2,"2016-2-1",253,253
"Canada","Big-White",2014,3,"2014-3-1",205,246
"Canada","Big-White",2015,3,"2015-3-1",198,198
"Canada","Big-White",2016,3,"2016-3-1",289,289
"Canada","Big-White",2014,4,"2014-4-1",128,147
"Canada","Big-White",2015,4,"2015-4-1",68,68
"Canada","Big-White",2016,4,"2016-4-1",88,88
"Canada","Mont-Sainte-Anne",2013,11,"2013-11-1",16,16
"Canada","Mont-Sainte-Anne",2015,11,"2015-11-1",2,2
"Canada","Mont-Sainte-Anne",2016,11,"2016-11-1",0,0
"Canada","Mont-Sainte-Anne",2013,12,"2013-12-1",65,91
"Canada","Mont-Sainte-Anne",2014,12,"2014-12-1",25,148
"Canada","Mont-Sainte-Anne",2015,12,"2015-12-1",11,12
"Canada","Mont-Sainte-Anne",2016,12,"2016-12-1",41,106
"Canada","Mont-Sainte-Anne",2014,1,"2014-1-1",202,202
"Canada","Mont-Sainte-Anne",2015,1,"2015-1-1",49,141
"Canada","Mont-Sainte-Anne",2016,1,"2016-1-1",23,37
"Canada","Mont-Sainte-Anne",2017,1,"2017-1-1",94,202
"Canada","Mont-Sainte-Anne",2014,2,"2014-2-1",275,275
"Canada","Mont-Sainte-Anne",2015,2,"2015-2-1",74,134
"Canada","Mont-Sainte-Anne",2016,2,"2016-2-1",34,78
"Canada","Mont-Sainte-Anne",2014,3,"2014-3-1",121,164
"Canada","Mont-Sainte-Anne",2015,3,"2015-3-1",99,157
"Canada","Mont-Sainte-Anne",2016,3,"2016-3-1",160,184
"Canada","Mont-Sainte-Anne",2014,4,"2014-4-1",35,94
"Canada","Mont-Sainte-Anne",2015,4,"2015-4-1",30,51
"Canada","Mont-Sainte-Anne",2016,4,"2016-4-1",20,23
"Finland","Levi",2013,11,"2013-11-1",23,28
"Finland","Levi",2015,11,"2015-11-1",15,16
"Finland","Levi",2016,11,"2016-11-1",20,22
"Finland","Levi",2013,12,"2013-12-1",40,40
"Finland","Levi",2014,12,"2014-12-1",50,50
"Finland","Levi",2015,12,"2015-12-1",44,51
"Finland","Levi",2016,12,"2016-12-1",44,44
"Finland","Levi",2014,1,"2014-1-1",40,46
"Finland","Levi",2015,1,"2015-1-1",57,57
"Finland","Levi",2016,1,"2016-1-1",62,62
"Finland","Levi",2017,1,"2017-1-1",0,45
"Finland","Levi",2014,2,"2014-2-1",46,50
"Finland","Levi",2015,2,"2015-2-1",85,85
"Finland","Levi",2016,2,"2016-2-1",88,88
"Finland","Levi",2014,3,"2014-3-1",68,68
"Finland","Levi",2015,3,"2015-3-1",87,87
"Finland","Levi",2016,3,"2016-3-1",102,102
"Finland","Levi",2014,4,"2014-4-1",64,64
"Finland","Levi",2015,4,"2015-4-1",71,71
"Finland","Levi",2016,4,"2016-4-1",74,74
"France","Les-Menuires",2013,11,"2013-11-1",0,0
"France","Les-Menuires",2015,11,"2015-11-1",1,4
"France","Les-Menuires",2016,11,"2016-11-1",0,0
"France","Les-Menuires",2013,12,"2013-12-1",31,86
"France","Les-Menuires",2014,12,"2014-12-1",25,95
"France","Les-Menuires",2015,12,"2015-12-1",21,50
"France","Les-Menuires",2016,12,"2016-12-1",9,51
"France","Les-Menuires",2014,1,"2014-1-1",50,111
"France","Les-Menuires",2015,1,"2015-1-1",32,104
"France","Les-Menuires",2016,1,"2016-1-1",38,152
"France","Les-Menuires",2017,1,"2017-1-1",16,81
"France","Les-Menuires",2014,2,"2014-2-1",89,148
"France","Les-Menuires",2015,2,"2015-2-1",74,160
"France","Les-Menuires",2016,2,"2016-2-1",50,199
"France","Les-Menuires",2014,3,"2014-3-1",82,153
"France","Les-Menuires",2015,3,"2015-3-1",68,160
"France","Les-Menuires",2016,3,"2016-3-1",71,209
"France","Les-Menuires",2014,4,"2014-4-1",22,110
"France","Les-Menuires",2015,4,"2015-4-1",30,157
"France","Les-Menuires",2016,4,"2016-4-1",28,132
"France","La-Toussuire",2013,11,"2013-11-1",0,0
"France","La-Toussuire",2015,11,"2015-11-1",0,0
"France","La-Toussuire",2016,11,"2016-11-1",0,0
"France","La-Toussuire",2013,12,"2013-12-1",7,15
"France","La-Toussuire",2014,12,"2014-12-1",50,80
"France","La-Toussuire",2015,12,"2015-12-1",11,17
"France","La-Toussuire",2016,12,"2016-12-1",7,23
"France","La-Toussuire",2014,1,"2014-1-1",45,80
"France","La-Toussuire",2015,1,"2015-1-1",39,70
"France","La-Toussuire",2016,1,"2016-1-1",81,122
"France","La-Toussuire",2017,1,"2017-1-1",15,47
"France","La-Toussuire",2014,2,"2014-2-1",80,143
"France","La-Toussuire",2015,2,"2015-2-1",116,148
"France","La-Toussuire",2016,2,"2016-2-1",115,172
"France","La-Toussuire",2014,3,"2014-3-1",68,157
"France","La-Toussuire",2015,3,"2015-3-1",91,114
"France","La-Toussuire",2016,3,"2016-3-1",103,156
"France","La-Toussuire",2014,4,"2014-4-1",24,77
"France","La-Toussuire",2015,4,"2015-4-1",32,63
"France","La-Toussuire",2016,4,"2016-4-1",30,62
"France","Villard-de-Lans",2013,11,"2013-11-1",0,0
"France","Villard-de-Lans",2015,11,"2015-11-1",3,4
"France","Villard-de-Lans",2016,11,"2016-11-1",0,0
"France","Villard-de-Lans",2013,12,"2013-12-1",40,66
"France","Villard-de-Lans",2014,12,"2014-12-1",40,50
"France","Villard-de-Lans",2015,12,"2015-12-1",34,42
"France","Villard-de-Lans",2016,12,"2016-12-1",0,2
"France","Villard-de-Lans",2014,1,"2014-1-1",48,97
"France","Villard-de-Lans",2015,1,"2015-1-1",35,45
"France","Villard-de-Lans",2016,1,"2016-1-1",31,40
"France","Villard-de-Lans",2017,1,"2017-1-1",1,1
"France","Villard-de-Lans",2014,2,"2014-2-1",58,133
"France","Villard-de-Lans",2015,2,"2015-2-1",106,177
"France","Villard-de-Lans",2016,2,"2016-2-1",39,63
"France","Villard-de-Lans",2014,3,"2014-3-1",62,204
"France","Villard-de-Lans",2015,3,"2015-3-1",78,161
"France","Villard-de-Lans",2016,3,"2016-3-1",66,121
"France","Villard-de-Lans",2014,4,"2014-4-1",7,37
"France","Villard-de-Lans",2015,4,"2015-4-1",4,14
"France","Villard-de-Lans",2016,4,"2016-4-1",2,6
"France","Morzine",2013,11,"2013-11-1",0,0
"France","Morzine",2015,11,"2015-11-1",0,0
"France","Morzine",2016,11,"2016-11-1",0,0
"France","Morzine",2013,12,"2013-12-1",18,61
"France","Morzine",2014,12,"2014-12-1",50,150
"France","Morzine",2015,12,"2015-12-1",8,16
"France","Morzine",2016,12,"2016-12-1",4,39
"France","Morzine",2014,1,"2014-1-1",38,185
"France","Morzine",2015,1,"2015-1-1",64,120
"France","Morzine",2016,1,"2016-1-1",20,74
"France","Morzine",2017,1,"2017-1-1",5,20
"France","Morzine",2014,2,"2014-2-1",43,269
"France","Morzine",2015,2,"2015-2-1",63,188
"France","Morzine",2016,2,"2016-2-1",30,90
"France","Morzine",2014,3,"2014-3-1",44,284
"France","Morzine",2015,3,"2015-3-1",59,178
"France","Morzine",2016,3,"2016-3-1",33,112
"France","Morzine",2014,4,"2014-4-1",8,130
"France","Morzine",2015,4,"2015-4-1",6,38
"France","Morzine",2016,4,"2016-4-1",8,34
"France","Tignes-Le-Lavachet",2013,11,"2013-11-1",29,185
"France","Tignes-Le-Lavachet",2015,11,"2015-11-1",12,73
"France","Tignes-Le-Lavachet",2016,11,"2016-11-1",36,108
"France","Tignes-Le-Lavachet",2013,12,"2013-12-1",45,136
"France","Tignes-Le-Lavachet",2014,12,"2014-12-1",53,97
"France","Tignes-Le-Lavachet",2015,12,"2015-12-1",29,72
"France","Tignes-Le-Lavachet",2016,12,"2016-12-1",40,138
"France","Tignes-Le-Lavachet",2014,1,"2014-1-1",74,144
"France","Tignes-Le-Lavachet",2015,1,"2015-1-1",48,102
"France","Tignes-Le-Lavachet",2016,1,"2016-1-1",87,154
"France","Tignes-Le-Lavachet",2017,1,"2017-1-1",40,130
"France","Tignes-Le-Lavachet",2014,2,"2014-2-1",108,189
"France","Tignes-Le-Lavachet",2015,2,"2015-2-1",91,160
"France","Tignes-Le-Lavachet",2016,2,"2016-2-1",131,241
"France","Tignes-Le-Lavachet",2014,3,"2014-3-1",113,217
"France","Tignes-Le-Lavachet",2015,3,"2015-3-1",100,161
"France","Tignes-Le-Lavachet",2016,3,"2016-3-1",154,272
"France","Tignes-Le-Lavachet",2014,4,"2014-4-1",51,201
"France","Tignes-Le-Lavachet",2015,4,"2015-4-1",72,173
"France","Tignes-Le-Lavachet",2016,4,"2016-4-1",79,168
"France","Meribel-Les-Allues",2013,11,"2013-11-1",0,0
"France","Meribel-Les-Allues",2015,11,"2015-11-1",3,4
"France","Meribel-Les-Allues",2016,11,"2016-11-1",0,0
"France","Meribel-Les-Allues",2013,12,"2013-12-1",26,80
"France","Meribel-Les-Allues",2014,12,"2014-12-1",38,98
"France","Meribel-Les-Allues",2015,12,"2015-12-1",18,57
"France","Meribel-Les-Allues",2016,12,"2016-12-1",3,50
"France","Meribel-Les-Allues",2014,1,"2014-1-1",64,98
"France","Meribel-Les-Allues",2015,1,"2015-1-1",30,92
"France","Meribel-Les-Allues",2016,1,"2016-1-1",68,147
"France","Meribel-Les-Allues",2017,1,"2017-1-1",5,72
"France","Meribel-Les-Allues",2014,2,"2014-2-1",106,139
"France","Meribel-Les-Allues",2015,2,"2015-2-1",80,144
"France","Meribel-Les-Allues",2016,2,"2016-2-1",84,181
"France","Meribel-Les-Allues",2014,3,"2014-3-1",97,144
"France","Meribel-Les-Allues",2015,3,"2015-3-1",74,152
"France","Meribel-Les-Allues",2016,3,"2016-3-1",94,203
"France","Meribel-Les-Allues",2014,4,"2014-4-1",38,94
"France","Meribel-Les-Allues",2015,4,"2015-4-1",23,162
"France","Meribel-Les-Allues",2016,4,"2016-4-1",25,143
"France","La-Rosiere",2013,11,"2013-11-1",0,0
"France","La-Rosiere",2015,11,"2015-11-1",0,0
"France","La-Rosiere",2016,11,"2016-11-1",0,0
"France","La-Rosiere",2013,12,"2013-12-1",59,79
"France","La-Rosiere",2014,12,"2014-12-1",50,88
"France","La-Rosiere",2015,12,"2015-12-1",4,31
"France","La-Rosiere",2016,12,"2016-12-1",6,42
"France","La-Rosiere",2014,1,"2014-1-1",119,156
"France","La-Rosiere",2015,1,"2015-1-1",43,93
"France","La-Rosiere",2016,1,"2016-1-1",81,179
"France","La-Rosiere",2017,1,"2017-1-1",8,65
"France","La-Rosiere",2014,2,"2014-2-1",164,222
"France","La-Rosiere",2015,2,"2015-2-1",104,160
"France","La-Rosiere",2016,2,"2016-2-1",138,273
"France","La-Rosiere",2014,3,"2014-3-1",150,246
"France","La-Rosiere",2015,3,"2015-3-1",93,182
"France","La-Rosiere",2016,3,"2016-3-1",212,307
"France","La-Rosiere",2014,4,"2014-4-1",62,176
"France","La-Rosiere",2015,4,"2015-4-1",61,177
"France","La-Rosiere",2016,4,"2016-4-1",99,192
"France","La-Plagne-1800",2013,11,"2013-11-1",0,0
"France","La-Plagne-1800",2015,11,"2015-11-1",2,8
"France","La-Plagne-1800",2016,11,"2016-11-1",0,0
"France","La-Plagne-1800",2013,12,"2013-12-1",21,110
"France","La-Plagne-1800",2014,12,"2014-12-1",43,85
"France","La-Plagne-1800",2015,12,"2015-12-1",10,82
"France","La-Plagne-1800",2016,12,"2016-12-1",10,69
"France","La-Plagne-1800",2014,1,"2014-1-1",30,154
"France","La-Plagne-1800",2015,1,"2015-1-1",22,93
"France","La-Plagne-1800",2016,1,"2016-1-1",26,156
"France","La-Plagne-1800",2017,1,"2017-1-1",3,93
"France","La-Plagne-1800",2014,2,"2014-2-1",33,199
"France","La-Plagne-1800",2015,2,"2015-2-1",45,140
"France","La-Plagne-1800",2016,2,"2016-2-1",28,237
"France","La-Plagne-1800",2014,3,"2014-3-1",23,230
"France","La-Plagne-1800",2015,3,"2015-3-1",22,159
"France","La-Plagne-1800",2016,3,"2016-3-1",23,273
"France","La-Plagne-1800",2014,4,"2014-4-1",5,186
"France","La-Plagne-1800",2015,4,"2015-4-1",7,173
"France","La-Plagne-1800",2016,4,"2016-4-1",5,205
"France","Courchevel-Le-Praz",2013,11,"2013-11-1",16,43
"France","Courchevel-Le-Praz",2015,11,"2015-11-1",13,46
"France","Courchevel-Le-Praz",2016,11,"2016-11-1",24,73
"France","Courchevel-Le-Praz",2013,12,"2013-12-1",44,89
"France","Courchevel-Le-Praz",2014,12,"2014-12-1",59,88
"France","Courchevel-Le-Praz",2015,12,"2015-12-1",26,67
"France","Courchevel-Le-Praz",2016,12,"2016-12-1",13,67
"France","Courchevel-Le-Praz",2014,1,"2014-1-1",77,100
"France","Courchevel-Le-Praz",2015,1,"2015-1-1",49,90
"France","Courchevel-Le-Praz",2016,1,"2016-1-1",81,144
"France","Courchevel-Le-Praz",2017,1,"2017-1-1",9,72
"France","Courchevel-Le-Praz",2014,2,"2014-2-1",123,138
"France","Courchevel-Le-Praz",2015,2,"2015-2-1",91,144
"France","Courchevel-Le-Praz",2016,2,"2016-2-1",123,182
"France","Courchevel-Le-Praz",2014,3,"2014-3-1",131,150
"France","Courchevel-Le-Praz",2015,3,"2015-3-1",91,150
"France","Courchevel-Le-Praz",2016,3,"2016-3-1",144,201
"France","Courchevel-Le-Praz",2014,4,"2014-4-1",63,115
"France","Courchevel-Le-Praz",2015,4,"2015-4-1",65,153
"France","Courchevel-Le-Praz",2016,4,"2016-4-1",72,134
"France","Orcieres",2013,11,"2013-11-1",0,0
"France","Orcieres",2015,11,"2015-11-1",0,0
"France","Orcieres",2016,11,"2016-11-1",0,0
"France","Orcieres",2013,12,"2013-12-1",21,40
"France","Orcieres",2014,12,"2014-12-1",20,70
"France","Orcieres",2015,12,"2015-12-1",11,22
"France","Orcieres",2016,12,"2016-12-1",8,36
"France","Orcieres",2014,1,"2014-1-1",87,130
"France","Orcieres",2015,1,"2015-1-1",24,85
"France","Orcieres",2016,1,"2016-1-1",43,82
"France","Orcieres",2017,1,"2017-1-1",20,70
"France","Orcieres",2014,2,"2014-2-1",123,197
"France","Orcieres",2015,2,"2015-2-1",58,127
"France","Orcieres",2016,2,"2016-2-1",61,106
"France","Orcieres",2014,3,"2014-3-1",92,201
"France","Orcieres",2015,3,"2015-3-1",31,106
"France","Orcieres",2016,3,"2016-3-1",55,129
"France","Orcieres",2014,4,"2014-4-1",27,110
"France","Orcieres",2015,4,"2015-4-1",5,33
"France","Orcieres",2016,4,"2016-4-1",13,79
"France","Meribel-Le-Raffort",2013,11,"2013-11-1",0,0
"France","Meribel-Le-Raffort",2015,11,"2015-11-1",3,4
"France","Meribel-Le-Raffort",2016,11,"2016-11-1",0,0
"France","Meribel-Le-Raffort",2013,12,"2013-12-1",26,80
"France","Meribel-Le-Raffort",2014,12,"2014-12-1",38,98
"France","Meribel-Le-Raffort",2015,12,"2015-12-1",18,57
"France","Meribel-Le-Raffort",2016,12,"2016-12-1",3,50
"France","Meribel-Le-Raffort",2014,1,"2014-1-1",64,98
"France","Meribel-Le-Raffort",2015,1,"2015-1-1",30,92
"France","Meribel-Le-Raffort",2016,1,"2016-1-1",68,147
"France","Meribel-Le-Raffort",2017,1,"2017-1-1",5,72
"France","Meribel-Le-Raffort",2014,2,"2014-2-1",106,139
"France","Meribel-Le-Raffort",2015,2,"2015-2-1",80,144
"France","Meribel-Le-Raffort",2016,2,"2016-2-1",84,181
"France","Meribel-Le-Raffort",2014,3,"2014-3-1",97,144
"France","Meribel-Le-Raffort",2015,3,"2015-3-1",74,152
"France","Meribel-Le-Raffort",2016,3,"2016-3-1",94,203
"France","Meribel-Le-Raffort",2014,4,"2014-4-1",38,94
"France","Meribel-Le-Raffort",2015,4,"2015-4-1",23,162
"France","Meribel-Le-Raffort",2016,4,"2016-4-1",25,143
"France","Tignes-Les-Boisses",2013,11,"2013-11-1",29,185
"France","Tignes-Les-Boisses",2015,11,"2015-11-1",12,73
"France","Tignes-Les-Boisses",2016,11,"2016-11-1",36,108
"France","Tignes-Les-Boisses",2013,12,"2013-12-1",45,136
"France","Tignes-Les-Boisses",2014,12,"2014-12-1",53,97
"France","Tignes-Les-Boisses",2015,12,"2015-12-1",29,72
"France","Tignes-Les-Boisses",2016,12,"2016-12-1",40,138
"France","Tignes-Les-Boisses",2014,1,"2014-1-1",74,144
"France","Tignes-Les-Boisses",2015,1,"2015-1-1",48,102
"France","Tignes-Les-Boisses",2016,1,"2016-1-1",87,154
"France","Tignes-Les-Boisses",2017,1,"2017-1-1",40,130
