"name","date","snowfall-inch"
"Grossglockner - Heiligenblut","2015-1-27","2"
"Grossglockner - Heiligenblut","2015-1-30","6"
"Grossglockner - Heiligenblut","2015-2-2","4"
"Grossglockner - Heiligenblut","2015-2-5","4"
"Grossglockner - Heiligenblut","2015-2-6","4"
"Grossglockner - Heiligenblut","2015-2-8","4"
"Grossglockner - Heiligenblut","2015-2-24","2"
"Grossglockner - Heiligenblut","2015-3-2","4"
"Grossglockner - Heiligenblut","2015-3-4","6"
"Grossglockner - Heiligenblut","2015-3-5","4"
"Grossglockner - Heiligenblut","2015-3-11","6"
"Grossglockner - Heiligenblut","2015-3-15","4"
"Grossglockner - Heiligenblut","2015-3-17","4"
"Grossglockner - Heiligenblut","2015-3-22","2"
"Grossglockner - Heiligenblut","2015-3-26","4"
"Grossglockner - Heiligenblut","2015-3-30","4"
"Grossglockner - Heiligenblut","2015-3-31","8"
"Grossglockner - Heiligenblut","2015-4-1","8"
"Grossglockner - Heiligenblut","2015-4-5","4"
"Grossglockner - Heiligenblut","2015-4-7","8"
"Grossglockner - Heiligenblut","2015-12-9","1"
"Grossglockner - Heiligenblut","2015-12-16","2"
"Hauser Kaibling - Haus im Ennstal","2017-1-5","8"
"Hauser Kaibling - Haus im Ennstal","2017-1-7","2"
"Hauser Kaibling - Haus im Ennstal","2017-1-12","8"
"Hauser Kaibling - Haus im Ennstal","2017-3-2","2"
"Hauser Kaibling - Haus im Ennstal","2017-11-6","12"
"Hauser Kaibling - Haus im Ennstal","2016-2-5","12"
"Hauser Kaibling - Haus im Ennstal","2016-2-16","4"
"Hauser Kaibling - Haus im Ennstal","2016-12-19","6"
"Hauser Kaibling - Haus im Ennstal","2015-1-12","6"
"Hauser Kaibling - Haus im Ennstal","2015-1-23","4"
"Hauser Kaibling - Haus im Ennstal","2015-1-29","8"
"Hauser Kaibling - Haus im Ennstal","2015-1-30","6"
"Hauser Kaibling - Haus im Ennstal","2015-2-2","6"
"Hauser Kaibling - Haus im Ennstal","2015-2-9","8"
"Hauser Kaibling - Haus im Ennstal","2015-2-25","4"
"Hauser Kaibling - Haus im Ennstal","2015-3-2","2"
"Hauser Kaibling - Haus im Ennstal","2015-3-5","4"
"Hauser Kaibling - Haus im Ennstal","2015-3-6","8"
"Hauser Kaibling - Haus im Ennstal","2015-3-31","2"
"Hauser Kaibling - Haus im Ennstal","2015-4-1","2"
"Hauser Kaibling - Haus im Ennstal","2015-4-2","8"
"Hauser Kaibling - Haus im Ennstal","2015-4-3","8"
"Hauser Kaibling - Haus im Ennstal","2015-4-7","8"
"Zell am Ziller - Zillertal Arena","2017-1-5","12"
"Zell am Ziller - Zillertal Arena","2017-1-6","12"
"Zell am Ziller - Zillertal Arena","2017-1-8","16"
"Zell am Ziller - Zillertal Arena","2017-1-11","2"
"Zell am Ziller - Zillertal Arena","2017-1-13","2"
"Zell am Ziller - Zillertal Arena","2017-1-14","2"
"Zell am Ziller - Zillertal Arena","2017-2-24","4"
"Zell am Ziller - Zillertal Arena","2017-3-7","4"
"Zell am Ziller - Zillertal Arena","2017-3-9","4"
"Zell am Ziller - Zillertal Arena","2017-3-10","6"
"Zell am Ziller - Zillertal Arena","2017-4-5","2"
"Zell am Ziller - Zillertal Arena","2017-4-17","4"
"Zell am Ziller - Zillertal Arena","2017-4-19","4"
"Zell am Ziller - Zillertal Arena","2017-4-20","4"
"Zell am Ziller - Zillertal Arena","2017-10-23","4"
"Zell am Ziller - Zillertal Arena","2017-11-6","8"
"Zell am Ziller - Zillertal Arena","2016-1-1","1"
"Zell am Ziller - Zillertal Arena","2016-1-5","2"
"Zell am Ziller - Zillertal Arena","2016-1-10","2"
"Zell am Ziller - Zillertal Arena","2016-1-12","6"
"Zell am Ziller - Zillertal Arena","2016-1-13","2"
"Zell am Ziller - Zillertal Arena","2016-1-15","2"
"Zell am Ziller - Zillertal Arena","2016-1-18","4"
"Zell am Ziller - Zillertal Arena","2016-1-20","2"
"Zell am Ziller - Zillertal Arena","2016-2-4","4"
"Zell am Ziller - Zillertal Arena","2016-2-5","6"
"Zell am Ziller - Zillertal Arena","2016-2-8","4"
"Zell am Ziller - Zillertal Arena","2016-2-10","4"
"Zell am Ziller - Zillertal Arena","2016-2-26","2"
"Zell am Ziller - Zillertal Arena","2016-3-1","12"
"Zell am Ziller - Zillertal Arena","2016-3-2","4"
"Zell am Ziller - Zillertal Arena","2016-3-3","6"
"Zell am Ziller - Zillertal Arena","2016-3-4","2"
"Zell am Ziller - Zillertal Arena","2016-3-7","2"
"Zell am Ziller - Zillertal Arena","2016-3-8","6"
"Zell am Ziller - Zillertal Arena","2016-4-8","4"
"Zell am Ziller - Zillertal Arena","2016-12-12","2"
"Zell am Ziller - Zillertal Arena","2015-1-4","4"
"Zell am Ziller - Zillertal Arena","2015-1-12","4"
"Zell am Ziller - Zillertal Arena","2015-1-18","16"
"Zell am Ziller - Zillertal Arena","2015-1-25","2"
"Zell am Ziller - Zillertal Arena","2015-1-27","4"
"Zell am Ziller - Zillertal Arena","2015-1-28","8"
"Zell am Ziller - Zillertal Arena","2015-1-29","2"
"Zell am Ziller - Zillertal Arena","2015-1-31","2"
"Zell am Ziller - Zillertal Arena","2015-2-9","8"
"Zell am Ziller - Zillertal Arena","2015-2-22","2"
"Zell am Ziller - Zillertal Arena","2015-2-24","2"
"Zell am Ziller - Zillertal Arena","2015-2-25","2"
"Zell am Ziller - Zillertal Arena","2015-2-28","2"
"Zell am Ziller - Zillertal Arena","2015-3-3","6"
"Zell am Ziller - Zillertal Arena","2015-3-4","2"
"Zell am Ziller - Zillertal Arena","2015-3-6","4"
"Zell am Ziller - Zillertal Arena","2015-3-21","4"
"Zell am Ziller - Zillertal Arena","2015-3-27","6"
"Zell am Ziller - Zillertal Arena","2015-3-31","6"
"Zell am Ziller - Zillertal Arena","2015-4-1","2"
"Zell am Ziller - Zillertal Arena","2015-4-2","6"
"Zell am Ziller - Zillertal Arena","2015-4-7","10"
"Silvretta Montafon","2017-1-3","3"
"Silvretta Montafon","2017-1-4","2"
"Silvretta Montafon","2017-1-5","6"
"Silvretta Montafon","2017-1-6","2"
"Silvretta Montafon","2017-1-8","6"
"Silvretta Montafon","2017-1-9","4"
"Silvretta Montafon","2017-1-11","6"
"Silvretta Montafon","2017-1-12","3"
"Silvretta Montafon","2017-1-13","8"
"Silvretta Montafon","2017-1-14","12"
"Silvretta Montafon","2017-1-16","3"
"Silvretta Montafon","2017-1-17","2"
"Silvretta Montafon","2017-1-31","3"
"Silvretta Montafon","2017-2-1","12"
"Silvretta Montafon","2017-2-6","8"
"Silvretta Montafon","2017-2-24","8"
"Silvretta Montafon","2017-3-1","16"
"Silvretta Montafon","2017-3-5","2"
"Silvretta Montafon","2017-3-6","4"
"Silvretta Montafon","2017-3-7","12"
"Silvretta Montafon","2017-3-9","6"
"Silvretta Montafon","2017-3-10","4"
"Silvretta Montafon","2017-3-19","4"
"Silvretta Montafon","2017-4-16","6"
"Silvretta Montafon","2017-4-17","10"
"Silvretta Montafon","2016-1-3","8"
"Silvretta Montafon","2016-1-4","3"
"Silvretta Montafon","2016-1-5","2"
"Silvretta Montafon","2016-1-7","4"
"Silvretta Montafon","2016-1-8","2"
"Silvretta Montafon","2016-1-9","4"
"Silvretta Montafon","2016-1-12","6"
"Silvretta Montafon","2016-1-13","11"
"Silvretta Montafon","2016-1-15","8"
"Silvretta Montafon","2016-1-16","4"
"Silvretta Montafon","2016-1-17","2"
"Silvretta Montafon","2016-1-20","6"
"Silvretta Montafon","2016-1-21","3"
"Silvretta Montafon","2016-1-23","1"
"Silvretta Montafon","2016-1-31","1"
"Silvretta Montafon","2016-2-3","10"
"Silvretta Montafon","2016-2-4","16"
"Silvretta Montafon","2016-2-5","14"
"Silvretta Montafon","2016-2-8","5"
"Silvretta Montafon","2016-2-10","8"
"Silvretta Montafon","2016-2-13","4"
"Silvretta Montafon","2016-2-15","4"
"Silvretta Montafon","2016-2-16","2"
"Silvretta Montafon","2016-2-20","3"
"Silvretta Montafon","2016-2-21","8"
"Silvretta Montafon","2016-2-23","1"
"Silvretta Montafon","2016-2-24","6"
"Silvretta Montafon","2016-2-25","4"
"Silvretta Montafon","2016-3-1","8"
"Silvretta Montafon","2016-3-2","3"
"Silvretta Montafon","2016-3-3","8"
"Silvretta Montafon","2016-3-4","6"
"Silvretta Montafon","2016-3-6","12"
"Silvretta Montafon","2016-3-8","2"
"Silvretta Montafon","2016-3-16","3"
"Silvretta Montafon","2016-3-23","2"
"Silvretta Montafon","2016-3-26","4"
"Silvretta Montafon","2016-4-8","1"
"Silvretta Montafon","2016-11-11","8"
"Silvretta Montafon","2016-12-19","2"
"Silvretta Montafon","2016-12-25","2"
"Silvretta Montafon","2015-1-4","6"
"Silvretta Montafon","2015-1-9","2"
"Silvretta Montafon","2015-1-11","8"
"Silvretta Montafon","2015-1-14","4"
"Silvretta Montafon","2015-1-17","8"
"Silvretta Montafon","2015-1-18","11"
"Silvretta Montafon","2015-1-25","6"
"Silvretta Montafon","2015-1-27","8"
"Silvretta Montafon","2015-1-28","8"
"Silvretta Montafon","2015-1-29","4"
"Silvretta Montafon","2015-1-30","4"
"Silvretta Montafon","2015-2-2","4"
"Silvretta Montafon","2015-2-9","6"
"Silvretta Montafon","2015-2-22","4"
"Silvretta Montafon","2015-2-24","2"
"Silvretta Montafon","2015-2-25","2"
"Silvretta Montafon","2015-2-27","1"
"Silvretta Montafon","2015-2-28","1"
"Silvretta Montafon","2015-3-2","4"
"Silvretta Montafon","2015-3-3","18"
"Silvretta Montafon","2015-3-4","2"
"Silvretta Montafon","2015-3-5","6"
"Silvretta Montafon","2015-3-22","6"
"Silvretta Montafon","2015-3-27","3"
"Silvretta Montafon","2015-3-29","2"
"Silvretta Montafon","2015-3-30","6"
"Silvretta Montafon","2015-3-31","4"
"Silvretta Montafon","2015-4-1","10"
"Silvretta Montafon","2015-4-2","14"
"Silvretta Montafon","2015-4-4","7"
"Silvretta Montafon","2015-4-5","2"
"Silvretta Montafon","2015-4-6","8"
"Silvretta Montafon","2015-11-26","2"
"Silvretta Montafon","2015-11-27","1"
"Silvretta Montafon","2015-12-9","2"
"Silvretta Montafon","2015-12-17","4"
"Silvretta Montafon","2015-12-31","1"
"Bad Gastein - Sportgastein","2017-1-3","2"
"Bad Gastein - Sportgastein","2017-1-4","6"
"Bad Gastein - Sportgastein","2017-1-8","10"
"Bad Gastein - Sportgastein","2017-1-11","6"
"Bad Gastein - Sportgastein","2017-1-12","6"
"Bad Gastein - Sportgastein","2017-1-13","4"
"Bad Gastein - Sportgastein","2017-1-14","4"
"Bad Gastein - Sportgastein","2017-2-6","2"
"Bad Gastein - Sportgastein","2017-2-7","4"
"Bad Gastein - Sportgastein","2017-2-17","2"
"Bad Gastein - Sportgastein","2017-2-22","1"
"Bad Gastein - Sportgastein","2017-2-24","6"
"Bad Gastein - Sportgastein","2017-3-1","8"
"Bad Gastein - Sportgastein","2017-3-5","1"
"Bad Gastein - Sportgastein","2017-3-7","4"
"Bad Gastein - Sportgastein","2017-3-9","4"
"Bad Gastein - Sportgastein","2017-3-10","8"
"Bad Gastein - Sportgastein","2017-4-16","2"
"Bad Gastein - Sportgastein","2017-4-18","6"
"Bad Gastein - Sportgastein","2017-4-20","12"
"Bad Gastein - Sportgastein","2017-11-6","8"
"Bad Gastein - Sportgastein","2016-1-3","2"
"Bad Gastein - Sportgastein","2016-1-7","2"
"Bad Gastein - Sportgastein","2016-1-8","2"
"Bad Gastein - Sportgastein","2016-1-10","4"
"Bad Gastein - Sportgastein","2016-1-12","12"
"Bad Gastein - Sportgastein","2016-1-13","4"
"Bad Gastein - Sportgastein","2016-1-17","4"
"Bad Gastein - Sportgastein","2016-1-20","2"
"Bad Gastein - Sportgastein","2016-1-21","1"
"Bad Gastein - Sportgastein","2016-2-5","12"
"Bad Gastein - Sportgastein","2016-2-10","8"
"Bad Gastein - Sportgastein","2016-2-16","2"
"Bad Gastein - Sportgastein","2016-2-19","2"
"Bad Gastein - Sportgastein","2016-2-21","10"
"Bad Gastein - Sportgastein","2016-3-3","6"
"Bad Gastein - Sportgastein","2016-3-6","12"
"Bad Gastein - Sportgastein","2016-3-7","8"
"Bad Gastein - Sportgastein","2016-3-24","1"
"Bad Gastein - Sportgastein","2016-11-28","2"
"Bad Gastein - Sportgastein","2016-12-12","4"
"Bad Gastein - Sportgastein","2016-12-25","1"
"Bad Gastein - Sportgastein","2016-12-28","4"
"Bad Gastein - Sportgastein","2015-1-2","2"
"Bad Gastein - Sportgastein","2015-1-4","2"
"Bad Gastein - Sportgastein","2015-1-15","2"
"Bad Gastein - Sportgastein","2015-1-16","2"
"Bad Gastein - Sportgastein","2015-1-19","2"
"Bad Gastein - Sportgastein","2015-1-21","2"
"Bad Gastein - Sportgastein","2015-1-23","2"
"Bad Gastein - Sportgastein","2015-1-26","2"
"Bad Gastein - Sportgastein","2015-1-27","6"
"Bad Gastein - Sportgastein","2015-1-28","6"
"Bad Gastein - Sportgastein","2015-1-29","2"
"Bad Gastein - Sportgastein","2015-1-30","2"
"Bad Gastein - Sportgastein","2015-2-2","4"
"Bad Gastein - Sportgastein","2015-2-3","2"
"Bad Gastein - Sportgastein","2015-2-4","2"
"Bad Gastein - Sportgastein","2015-2-5","2"
"Bad Gastein - Sportgastein","2015-2-6","2"
"Bad Gastein - Sportgastein","2015-2-9","2"
"Bad Gastein - Sportgastein","2015-2-10","6"
"Bad Gastein - Sportgastein","2015-2-24","2"
"Bad Gastein - Sportgastein","2015-2-25","12"
"Bad Gastein - Sportgastein","2015-2-26","4"
"Bad Gastein - Sportgastein","2015-3-3","6"
"Bad Gastein - Sportgastein","2015-3-5","2"
"Bad Gastein - Sportgastein","2015-3-6","2"
"Bad Gastein - Sportgastein","2015-3-12","2"
"Bad Gastein - Sportgastein","2015-3-27","2"
"Bad Gastein - Sportgastein","2015-3-31","2"
"Bad Gastein - Sportgastein","2015-4-1","4"
"Bad Gastein - Sportgastein","2015-4-2","8"
"Bad Gastein - Sportgastein","2015-4-3","4"
"Bad Gastein - Sportgastein","2015-4-24","12"
"Kitzb├╝hel","2017-1-3","2"
"Kitzb├╝hel","2017-1-4","8"
"Kitzb├╝hel","2017-1-5","6"
"Kitzb├╝hel","2017-1-8","6"
"Kitzb├╝hel","2017-1-11","2"
"Kitzb├╝hel","2017-1-12","4"
"Kitzb├╝hel","2017-1-13","2"
"Kitzb├╝hel","2017-1-14","4"
"Kitzb├╝hel","2017-1-31","1"
"Kitzb├╝hel","2017-2-6","2"
"Kitzb├╝hel","2017-2-18","3"
"Kitzb├╝hel","2017-2-28","2"
"Kitzb├╝hel","2017-3-7","2"
"Kitzb├╝hel","2017-4-28","2"
"Kitzb├╝hel","2017-11-6","6"
"Kitzb├╝hel","2016-1-3","4"
"Kitzb├╝hel","2016-1-8","1"
"Kitzb├╝hel","2016-1-14","2"
"Kitzb├╝hel","2016-1-16","1"
"Kitzb├╝hel","2016-1-17","4"
"Kitzb├╝hel","2016-1-22","1"
"Kitzb├╝hel","2016-2-4","2"
"Kitzb├╝hel","2016-2-10","6"
"Kitzb├╝hel","2016-3-3","2"
"Kitzb├╝hel","2016-3-8","4"
"Kitzb├╝hel","2016-4-8","2"
"Kitzb├╝hel","2016-11-7","4"
"Kitzb├╝hel","2016-11-11","4"
"Kitzb├╝hel","2015-1-18","2"
"Kitzb├╝hel","2015-1-27","4"
"Kitzb├╝hel","2015-2-2","4"
"Kitzb├╝hel","2015-3-2","4"
"Kitzb├╝hel","2015-3-4","2"
"Kitzb├╝hel","2015-3-27","3"
"Kitzb├╝hel","2015-4-1","2"
"Kitzb├╝hel","2015-4-2","2"
"Kitzb├╝hel","2015-4-3","2"
"Kitzb├╝hel","2015-4-6","2"
"Kitzb├╝hel","2015-11-26","4"
"Bad Gastein - Graukogel","2017-1-3","2"
"Bad Gastein - Graukogel","2017-1-4","4"
"Bad Gastein - Graukogel","2017-1-11","6"
"Bad Gastein - Graukogel","2017-1-12","6"
"Bad Gastein - Graukogel","2017-1-13","4"
"Bad Gastein - Graukogel","2017-2-7","4"
"Bad Gastein - Graukogel","2017-2-17","2"
"Bad Gastein - Graukogel","2017-2-22","1"
"Bad Gastein - Graukogel","2017-3-1","4"
"Bad Gastein - Graukogel","2017-3-5","1"
"Bad Gastein - Graukogel","2017-3-7","2"
"Bad Gastein - Graukogel","2017-3-9","4"
"Bad Gastein - Graukogel","2017-3-10","8"
"Bad Gastein - Graukogel","2017-11-6","6"
"Bad Gastein - Graukogel","2016-1-7","2"
"Bad Gastein - Graukogel","2016-1-8","2"
"Bad Gastein - Graukogel","2016-1-12","4"
"Bad Gastein - Graukogel","2016-1-13","2"
"Bad Gastein - Graukogel","2016-1-20","2"
"Bad Gastein - Graukogel","2016-1-21","1"
"Bad Gastein - Graukogel","2016-2-5","4"
"Bad Gastein - Graukogel","2016-2-10","4"
"Bad Gastein - Graukogel","2016-2-16","2"
"Bad Gastein - Graukogel","2016-2-19","2"
"Bad Gastein - Graukogel","2016-3-3","4"
"Bad Gastein - Graukogel","2016-3-7","4"
"Bad Gastein - Graukogel","2016-3-15","1"
"Bad Gastein - Graukogel","2016-12-25","1"
"Bad Gastein - Graukogel","2016-12-28","4"
"Bad Gastein - Graukogel","2015-1-12","2"
"Bad Gastein - Graukogel","2015-1-15","2"
"Bad Gastein - Graukogel","2015-1-16","2"
"Bad Gastein - Graukogel","2015-1-19","2"
"Bad Gastein - Graukogel","2015-1-23","2"
"Bad Gastein - Graukogel","2015-1-27","6"
"Bad Gastein - Graukogel","2015-1-28","2"
"Bad Gastein - Graukogel","2015-1-29","2"
"Bad Gastein - Graukogel","2015-1-30","2"
"Bad Gastein - Graukogel","2015-2-2","2"
"Bad Gastein - Graukogel","2015-2-3","2"
"Bad Gastein - Graukogel","2015-2-4","2"
"Bad Gastein - Graukogel","2015-2-5","2"
"Bad Gastein - Graukogel","2015-2-6","2"
"Bad Gastein - Graukogel","2015-2-9","2"
"Bad Gastein - Graukogel","2015-2-10","2"
"Bad Gastein - Graukogel","2015-2-24","2"
"Bad Gastein - Graukogel","2015-2-25","2"
"Bad Gastein - Graukogel","2015-2-26","2"
"Bad Gastein - Graukogel","2015-3-3","2"
"Bad Gastein - Graukogel","2015-3-5","2"
"Bad Gastein - Graukogel","2015-3-6","2"
"Bad Gastein - Graukogel","2015-3-12","2"
"Bad Gastein - Graukogel","2015-3-27","2"
"Bad Gastein - Graukogel","2015-3-28","2"
"Bad Gastein - Graukogel","2015-3-31","2"
"Bad Gastein - Graukogel","2015-4-1","4"
"Bad Gastein - Graukogel","2015-4-2","4"
"Bad Gastein - Graukogel","2015-4-3","2"
"Hochk├╢nig","2017-1-2","2"
"Hochk├╢nig","2017-1-3","2"
"Hochk├╢nig","2017-1-4","20"
"Hochk├╢nig","2017-1-5","8"
"Hochk├╢nig","2017-1-8","4"
"Hochk├╢nig","2017-1-11","12"
"Hochk├╢nig","2017-1-12","6"
"Hochk├╢nig","2017-1-13","8"
"Hochk├╢nig","2017-1-31","2"
"Hochk├╢nig","2017-2-20","1"
"Hochk├╢nig","2017-3-1","2"
"Hochk├╢nig","2017-3-8","8"
"Hochk├╢nig","2017-11-6","6"
"Hochk├╢nig","2016-1-4","2"
"Hochk├╢nig","2016-1-11","8"
"Hochk├╢nig","2016-1-13","16"
"Hochk├╢nig","2016-1-14","4"
"Hochk├╢nig","2016-1-15","14"
"Hochk├╢nig","2016-1-19","2"
"Hochk├╢nig","2016-1-20","2"
"Hochk├╢nig","2016-1-23","8"
"Hochk├╢nig","2016-2-10","4"
"Hochk├╢nig","2016-2-16","2"
"Hochk├╢nig","2016-3-7","4"
"Hochk├╢nig","2016-3-8","2"
"Hochk├╢nig","2016-3-23","6"
"Hochk├╢nig","2016-3-24","2"
"Hochk├╢nig","2016-11-7","18"
"Hochk├╢nig","2016-12-2","2"
"Hochk├╢nig","2016-12-12","4"
"Hochk├╢nig","2016-12-28","6"
"Hochk├╢nig","2015-1-5","20"
"Hochk├╢nig","2015-1-12","8"
"Hochk├╢nig","2015-1-25","4"
"Hochk├╢nig","2015-1-27","6"
"Hochk├╢nig","2015-1-29","6"
"Hochk├╢nig","2015-1-30","2"
"Hochk├╢nig","2015-2-2","2"
"Hochk├╢nig","2015-2-9","8"
"Hochk├╢nig","2015-3-4","2"
"Hochk├╢nig","2015-3-6","4"
"Hochk├╢nig","2015-3-12","4"
"Hochk├╢nig","2015-3-27","4"
"Hochk├╢nig","2015-4-2","8"
"Hochk├╢nig","2015-4-5","3"
"Hochk├╢nig","2015-4-6","8"
"Hochk├╢nig","2015-11-26","4"
"Galt├╝r - Silvretta","2017-1-3","2"
"Galt├╝r - Silvretta","2017-1-4","1"
"Galt├╝r - Silvretta","2017-1-5","12"
"Galt├╝r - Silvretta","2017-1-6","2"
"Galt├╝r - Silvretta","2017-1-8","4"
"Galt├╝r - Silvretta","2017-1-12","2"
"Galt├╝r - Silvretta","2017-1-13","6"
"Galt├╝r - Silvretta","2017-1-14","8"
"Galt├╝r - Silvretta","2017-1-15","4"
"Galt├╝r - Silvretta","2017-1-16","1"
"Galt├╝r - Silvretta","2017-1-17","2"
"Galt├╝r - Silvretta","2017-1-31","2"
"Galt├╝r - Silvretta","2017-2-1","16"
"Galt├╝r - Silvretta","2017-2-6","2"
"Galt├╝r - Silvretta","2017-2-18","6"
"Galt├╝r - Silvretta","2017-2-22","4"
"Galt├╝r - Silvretta","2017-2-24","2"
"Galt├╝r - Silvretta","2017-2-25","4"
"Galt├╝r - Silvretta","2017-3-1","8"
"Galt├╝r - Silvretta","2017-3-5","4"
"Galt├╝r - Silvretta","2017-3-6","6"
"Galt├╝r - Silvretta","2017-3-7","4"
"Galt├╝r - Silvretta","2017-3-9","10"
"Galt├╝r - Silvretta","2017-3-10","8"
"Galt├╝r - Silvretta","2017-3-22","2"
"Galt├╝r - Silvretta","2017-4-6","2"
"Galt├╝r - Silvretta","2017-4-17","12"
"Galt├╝r - Silvretta","2017-4-18","8"
"Galt├╝r - Silvretta","2017-4-19","8"
"Galt├╝r - Silvretta","2017-4-20","2"
"Galt├╝r - Silvretta","2017-11-6","6"
"Galt├╝r - Silvretta","2016-1-4","1"
"Galt├╝r - Silvretta","2016-1-5","2"
"Galt├╝r - Silvretta","2016-1-7","2"
"Galt├╝r - Silvretta","2016-1-8","1"
"Galt├╝r - Silvretta","2016-1-9","1"
"Galt├╝r - Silvretta","2016-1-12","4"
"Galt├╝r - Silvretta","2016-1-13","4"
"Galt├╝r - Silvretta","2016-1-15","2"
"Galt├╝r - Silvretta","2016-1-16","4"
"Galt├╝r - Silvretta","2016-1-17","4"
"Galt├╝r - Silvretta","2016-1-20","4"
"Galt├╝r - Silvretta","2016-1-23","1"
"Galt├╝r - Silvretta","2016-1-31","6"
"Galt├╝r - Silvretta","2016-2-4","4"
"Galt├╝r - Silvretta","2016-2-5","4"
"Galt├╝r - Silvretta","2016-2-8","4"
"Galt├╝r - Silvretta","2016-2-10","4"
"Galt├╝r - Silvretta","2016-2-11","4"
"Galt├╝r - Silvretta","2016-2-13","2"
"Galt├╝r - Silvretta","2016-2-14","2"
"Galt├╝r - Silvretta","2016-2-16","2"
"Galt├╝r - Silvretta","2016-2-20","2"
"Galt├╝r - Silvretta","2016-2-21","8"
"Galt├╝r - Silvretta","2016-2-24","4"
"Galt├╝r - Silvretta","2016-2-25","1"
"Galt├╝r - Silvretta","2016-3-2","4"
"Galt├╝r - Silvretta","2016-3-3","4"
"Galt├╝r - Silvretta","2016-3-4","4"
"Galt├╝r - Silvretta","2016-3-16","4"
"Galt├╝r - Silvretta","2016-3-23","4"
"Galt├╝r - Silvretta","2016-3-26","6"
"Galt├╝r - Silvretta","2016-4-8","2"
"Galt├╝r - Silvretta","2016-11-11","4"
"Galt├╝r - Silvretta","2016-12-19","2"
"Galt├╝r - Silvretta","2016-12-25","2"
"Galt├╝r - Silvretta","2015-1-4","4"
"Galt├╝r - Silvretta","2015-1-14","4"
"Galt├╝r - Silvretta","2015-1-27","6"
"Galt├╝r - Silvretta","2015-1-28","8"
"Galt├╝r - Silvretta","2015-1-29","4"
"Galt├╝r - Silvretta","2015-1-30","4"
"Galt├╝r - Silvretta","2015-1-31","2"
"Galt├╝r - Silvretta","2015-2-2","4"
"Galt├╝r - Silvretta","2015-2-8","4"
"Galt├╝r - Silvretta","2015-2-22","2"
"Galt├╝r - Silvretta","2015-2-24","2"
"Galt├╝r - Silvretta","2015-2-27","6"
"Galt├╝r - Silvretta","2015-3-4","2"
"Galt├╝r - Silvretta","2015-3-5","4"
"Galt├╝r - Silvretta","2015-3-22","4"
"Galt├╝r - Silvretta","2015-3-26","1"
"Galt├╝r - Silvretta","2015-3-27","4"
"Galt├╝r - Silvretta","2015-3-31","8"
"Galt├╝r - Silvretta","2015-4-1","12"
"Galt├╝r - Silvretta","2015-4-2","10"
"Galt├╝r - Silvretta","2015-4-3","16"
"Galt├╝r - Silvretta","2015-4-4","1"
"Galt├╝r - Silvretta","2015-4-5","2"
"Galt├╝r - Silvretta","2015-4-7","2"
"Galt├╝r - Silvretta","2015-11-23","8"
"Galt├╝r - Silvretta","2015-11-26","4"
"Galt├╝r - Silvretta","2015-12-31","2"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2017-1-3","2"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2017-1-4","4"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2017-1-8","10"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2017-1-11","6"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2017-1-12","6"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2017-1-13","4"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2017-2-7","4"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2017-2-17","2"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2017-2-22","1"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2017-2-24","4"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2017-3-1","8"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2017-3-5","1"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2017-3-7","2"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2017-3-9","4"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2017-3-10","8"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2017-11-6","6"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2016-1-7","2"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2016-1-8","2"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2016-1-12","6"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2016-1-13","2"
"Bad Hofgastein-Bad Gastein Γאף Skischaukel Schlossalm-Angertal-Stubnerkogel","2016-1-21","1"
