"name","date","snowfall-inch"
"Stubaier Gletscher","2017-1-3","4"
"Stubaier Gletscher","2017-1-4","4"
"Stubaier Gletscher","2017-1-5","8"
"Stubaier Gletscher","2017-1-6","2"
"Stubaier Gletscher","2017-1-8","12"
"Stubaier Gletscher","2017-1-9","2"
"Stubaier Gletscher","2017-1-13","4"
"Stubaier Gletscher","2017-1-14","4"
"Stubaier Gletscher","2017-1-15","4"
"Stubaier Gletscher","2017-1-16","2"
"Stubaier Gletscher","2017-2-1","6"
"Stubaier Gletscher","2017-2-3","4"
"Stubaier Gletscher","2017-2-5","2"
"Stubaier Gletscher","2017-2-6","6"
"Stubaier Gletscher","2017-2-24","6"
"Stubaier Gletscher","2017-2-28","12"
"Stubaier Gletscher","2017-3-1","12"
"Stubaier Gletscher","2017-3-5","8"
"Stubaier Gletscher","2017-3-6","4"
"Stubaier Gletscher","2017-3-7","4"
"Stubaier Gletscher","2017-3-9","18"
"Stubaier Gletscher","2017-3-21","2"
"Stubaier Gletscher","2017-4-4","2"
"Stubaier Gletscher","2017-4-5","2"
"Stubaier Gletscher","2017-4-17","6"
"Stubaier Gletscher","2017-4-18","14"
"Stubaier Gletscher","2017-4-27","6"
"Stubaier Gletscher","2017-4-28","12"
"Stubaier Gletscher","2017-4-29","22"
"Stubaier Gletscher","2017-5-1","6"
"Stubaier Gletscher","2017-5-2","4"
"Stubaier Gletscher","2017-5-15","6"
"Stubaier Gletscher","2017-7-14","4"
"Stubaier Gletscher","2017-9-1","1"
"Stubaier Gletscher","2017-9-2","2"
"Stubaier Gletscher","2017-9-3","16"
"Stubaier Gletscher","2017-9-10","6"
"Stubaier Gletscher","2017-9-12","2"
"Stubaier Gletscher","2017-9-16","2"
"Stubaier Gletscher","2017-9-19","4"
"Stubaier Gletscher","2017-10-1","4"
"Stubaier Gletscher","2017-10-6","4"
"Stubaier Gletscher","2017-10-7","4"
"Stubaier Gletscher","2017-10-22","2"
"Stubaier Gletscher","2017-10-23","8"
"Stubaier Gletscher","2017-11-5","16"
"Stubaier Gletscher","2017-11-6","24"
"Stubaier Gletscher","2016-1-2","6"
"Stubaier Gletscher","2016-1-3","2"
"Stubaier Gletscher","2016-1-4","2"
"Stubaier Gletscher","2016-1-5","4"
"Stubaier Gletscher","2016-1-7","4"
"Stubaier Gletscher","2016-1-9","4"
"Stubaier Gletscher","2016-1-11","10"
"Stubaier Gletscher","2016-1-15","2"
"Stubaier Gletscher","2016-1-16","6"
"Stubaier Gletscher","2016-1-17","10"
"Stubaier Gletscher","2016-1-31","12"
"Stubaier Gletscher","2016-2-3","8"
"Stubaier Gletscher","2016-2-9","8"
"Stubaier Gletscher","2016-2-14","4"
"Stubaier Gletscher","2016-2-16","8"
"Stubaier Gletscher","2016-2-20","8"
"Stubaier Gletscher","2016-2-23","2"
"Stubaier Gletscher","2016-3-1","2"
"Stubaier Gletscher","2016-3-2","8"
"Stubaier Gletscher","2016-3-3","2"
"Stubaier Gletscher","2016-3-7","2"
"Stubaier Gletscher","2016-3-24","8"
"Stubaier Gletscher","2016-4-8","6"
"Stubaier Gletscher","2016-4-14","4"
"Stubaier Gletscher","2016-4-18","16"
"Stubaier Gletscher","2016-4-19","8"
"Stubaier Gletscher","2016-4-23","10"
"Stubaier Gletscher","2016-4-25","8"
"Stubaier Gletscher","2016-4-27","2"
"Stubaier Gletscher","2016-5-1","10"
"Stubaier Gletscher","2016-5-4","6"
"Stubaier Gletscher","2016-5-12","4"
"Stubaier Gletscher","2016-5-17","4"
"Stubaier Gletscher","2016-8-6","10"
"Stubaier Gletscher","2016-8-10","4"
"Stubaier Gletscher","2016-10-2","2"
"Stubaier Gletscher","2016-10-3","2"
"Stubaier Gletscher","2016-10-8","2"
"Stubaier Gletscher","2016-10-10","6"
"Stubaier Gletscher","2016-10-11","6"
"Stubaier Gletscher","2016-10-18","2"
"Stubaier Gletscher","2016-10-19","2"
"Stubaier Gletscher","2016-11-5","2"
"Stubaier Gletscher","2016-11-6","12"
"Stubaier Gletscher","2016-11-12","8"
"Stubaier Gletscher","2016-12-12","2"
"Stubaier Gletscher","2015-1-5","10"
"Stubaier Gletscher","2015-1-14","2"
"Stubaier Gletscher","2015-1-17","12"
"Stubaier Gletscher","2015-1-25","4"
"Stubaier Gletscher","2015-1-27","6"
"Stubaier Gletscher","2015-1-29","2"
"Stubaier Gletscher","2015-2-1","2"
"Stubaier Gletscher","2015-2-24","4"
"Stubaier Gletscher","2015-2-25","8"
"Stubaier Gletscher","2015-2-28","4"
"Stubaier Gletscher","2015-3-2","4"
"Stubaier Gletscher","2015-3-5","12"
"Stubaier Gletscher","2015-3-22","6"
"Stubaier Gletscher","2015-4-4","6"
"Stubaier Gletscher","2015-4-5","12"
"Stubaier Gletscher","2015-4-6","20"
"Stubaier Gletscher","2015-4-17","2"
"Stubaier Gletscher","2015-4-18","2"
"Stubaier Gletscher","2015-4-30","8"
"Stubaier Gletscher","2015-5-21","18"
"Stubaier Gletscher","2015-9-23","16"
"Stubaier Gletscher","2015-10-3","1"
"Stubaier Gletscher","2015-10-4","4"
"Stubaier Gletscher","2015-10-6","4"
"Stubaier Gletscher","2015-10-10","1"
"Stubaier Gletscher","2015-10-13","8"
"Stubaier Gletscher","2015-10-14","8"
"Stubaier Gletscher","2015-10-15","8"
"Stubaier Gletscher","2015-10-18","2"
"Stubaier Gletscher","2015-10-28","4"
"Stubaier Gletscher","2015-11-22","4"
"Stubaier Gletscher","2015-11-25","6"
"Stubaier Gletscher","2015-11-26","8"
"Stubaier Gletscher","2015-12-9","4"
"Stubaier Gletscher","2015-12-16","6"
"Obergurgl-Hochgurgl","2017-1-6","4"
"Obergurgl-Hochgurgl","2017-1-8","8"
"Obergurgl-Hochgurgl","2017-1-13","3"
"Obergurgl-Hochgurgl","2017-1-14","2"
"Obergurgl-Hochgurgl","2017-1-17","4"
"Obergurgl-Hochgurgl","2017-1-31","2"
"Obergurgl-Hochgurgl","2017-2-1","2"
"Obergurgl-Hochgurgl","2017-2-6","4"
"Obergurgl-Hochgurgl","2017-2-18","4"
"Obergurgl-Hochgurgl","2017-2-24","1"
"Obergurgl-Hochgurgl","2017-3-1","8"
"Obergurgl-Hochgurgl","2017-3-7","2"
"Obergurgl-Hochgurgl","2017-3-8","7"
"Obergurgl-Hochgurgl","2017-3-9","10"
"Obergurgl-Hochgurgl","2017-3-10","8"
"Obergurgl-Hochgurgl","2017-4-5","4"
"Obergurgl-Hochgurgl","2017-4-6","1"
"Obergurgl-Hochgurgl","2017-4-16","2"
"Obergurgl-Hochgurgl","2017-4-17","2"
"Obergurgl-Hochgurgl","2017-4-19","6"
"Obergurgl-Hochgurgl","2017-4-20","4"
"Obergurgl-Hochgurgl","2017-4-27","10"
"Obergurgl-Hochgurgl","2017-4-28","9"
"Obergurgl-Hochgurgl","2017-4-29","14"
"Obergurgl-Hochgurgl","2017-11-6","18"
"Obergurgl-Hochgurgl","2016-1-2","1"
"Obergurgl-Hochgurgl","2016-1-3","5"
"Obergurgl-Hochgurgl","2016-1-4","1"
"Obergurgl-Hochgurgl","2016-1-6","4"
"Obergurgl-Hochgurgl","2016-1-7","6"
"Obergurgl-Hochgurgl","2016-1-10","8"
"Obergurgl-Hochgurgl","2016-1-12","2"
"Obergurgl-Hochgurgl","2016-1-15","4"
"Obergurgl-Hochgurgl","2016-1-16","2"
"Obergurgl-Hochgurgl","2016-1-17","2"
"Obergurgl-Hochgurgl","2016-1-20","2"
"Obergurgl-Hochgurgl","2016-1-31","2"
"Obergurgl-Hochgurgl","2016-2-4","6"
"Obergurgl-Hochgurgl","2016-2-5","6"
"Obergurgl-Hochgurgl","2016-2-8","5"
"Obergurgl-Hochgurgl","2016-2-16","1"
"Obergurgl-Hochgurgl","2016-2-17","4"
"Obergurgl-Hochgurgl","2016-2-21","9"
"Obergurgl-Hochgurgl","2016-2-26","1"
"Obergurgl-Hochgurgl","2016-3-1","10"
"Obergurgl-Hochgurgl","2016-3-6","10"
"Obergurgl-Hochgurgl","2016-3-7","1"
"Obergurgl-Hochgurgl","2016-3-13","2"
"Obergurgl-Hochgurgl","2016-3-16","1"
"Obergurgl-Hochgurgl","2016-3-25","1"
"Obergurgl-Hochgurgl","2016-3-28","1"
"Obergurgl-Hochgurgl","2016-4-7","2"
"Obergurgl-Hochgurgl","2016-4-8","2"
"Obergurgl-Hochgurgl","2016-4-9","2"
"Obergurgl-Hochgurgl","2016-4-17","6"
"Obergurgl-Hochgurgl","2016-4-18","11"
"Obergurgl-Hochgurgl","2016-4-19","2"
"Obergurgl-Hochgurgl","2016-4-24","4"
"Obergurgl-Hochgurgl","2016-11-11","2"
"Obergurgl-Hochgurgl","2016-12-19","4"
"Obergurgl-Hochgurgl","2015-1-4","6"
"Obergurgl-Hochgurgl","2015-1-12","2"
"Obergurgl-Hochgurgl","2015-1-17","1"
"Obergurgl-Hochgurgl","2015-1-23","2"
"Obergurgl-Hochgurgl","2015-1-25","6"
"Obergurgl-Hochgurgl","2015-1-26","1"
"Obergurgl-Hochgurgl","2015-1-30","4"
"Obergurgl-Hochgurgl","2015-2-2","2"
"Obergurgl-Hochgurgl","2015-2-5","3"
"Obergurgl-Hochgurgl","2015-2-15","4"
"Obergurgl-Hochgurgl","2015-2-22","6"
"Obergurgl-Hochgurgl","2015-2-24","6"
"Obergurgl-Hochgurgl","2015-3-2","2"
"Obergurgl-Hochgurgl","2015-3-5","4"
"Obergurgl-Hochgurgl","2015-3-22","1"
"Obergurgl-Hochgurgl","2015-3-25","2"
"Obergurgl-Hochgurgl","2015-3-26","4"
"Obergurgl-Hochgurgl","2015-3-27","6"
"Obergurgl-Hochgurgl","2015-3-30","1"
"Obergurgl-Hochgurgl","2015-3-31","2"
"Obergurgl-Hochgurgl","2015-4-1","4"
"Obergurgl-Hochgurgl","2015-4-2","8"
"Obergurgl-Hochgurgl","2015-4-7","4"
"Obergurgl-Hochgurgl","2015-10-14","8"
"Obergurgl-Hochgurgl","2015-10-15","4"
"Obergurgl-Hochgurgl","2015-10-16","4"
"Obergurgl-Hochgurgl","2015-10-19","4"
"Obergurgl-Hochgurgl","2015-11-21","4"
"Obergurgl-Hochgurgl","2015-11-22","1"
"Obergurgl-Hochgurgl","2015-11-25","1"
"Obergurgl-Hochgurgl","2015-11-26","1"
"Obergurgl-Hochgurgl","2015-12-17","4"
"Kaunertaler Gletscher","2017-1-13","6"
"Kaunertaler Gletscher","2017-1-14","2"
"Kaunertaler Gletscher","2017-2-1","6"
"Kaunertaler Gletscher","2017-3-1","8"
"Kaunertaler Gletscher","2017-3-6","6"
"Kaunertaler Gletscher","2017-3-7","4"
"Kaunertaler Gletscher","2017-3-9","28"
"Kaunertaler Gletscher","2017-4-6","4"
"Kaunertaler Gletscher","2017-4-19","2"
"Kaunertaler Gletscher","2017-4-27","4"
"Kaunertaler Gletscher","2017-4-28","4"
"Kaunertaler Gletscher","2017-5-1","4"
"Kaunertaler Gletscher","2017-9-2","4"
"Kaunertaler Gletscher","2017-9-3","2"
"Kaunertaler Gletscher","2017-9-19","4"
"Kaunertaler Gletscher","2017-9-20","3"
"Kaunertaler Gletscher","2017-10-6","4"
"Kaunertaler Gletscher","2017-11-6","31"
"Kaunertaler Gletscher","2016-1-1","2"
"Kaunertaler Gletscher","2016-1-8","6"
"Kaunertaler Gletscher","2016-1-14","2"
"Kaunertaler Gletscher","2016-1-16","2"
"Kaunertaler Gletscher","2016-2-4","8"
"Kaunertaler Gletscher","2016-2-6","12"
"Kaunertaler Gletscher","2016-2-10","8"
"Kaunertaler Gletscher","2016-3-3","6"
"Kaunertaler Gletscher","2016-3-6","8"
"Kaunertaler Gletscher","2016-4-18","12"
"Kaunertaler Gletscher","2016-4-19","6"
"Kaunertaler Gletscher","2016-10-3","4"
"Kaunertaler Gletscher","2016-10-7","4"
"Kaunertaler Gletscher","2016-10-10","4"
"Kaunertaler Gletscher","2016-10-11","2"
"Kaunertaler Gletscher","2016-10-18","2"
"Kaunertaler Gletscher","2016-11-7","19"
"Kaunertaler Gletscher","2015-1-5","20"
"Kaunertaler Gletscher","2015-1-12","10"
"Kaunertaler Gletscher","2015-1-17","8"
"Kaunertaler Gletscher","2015-1-25","2"
"Kaunertaler Gletscher","2015-1-27","4"
"Kaunertaler Gletscher","2015-1-28","6"
"Kaunertaler Gletscher","2015-2-8","1"
"Kaunertaler Gletscher","2015-3-9","2"
"Kaunertaler Gletscher","2015-4-1","7"
"Kaunertaler Gletscher","2015-9-24","10"
"Kaunertaler Gletscher","2015-10-7","10"
"Kaunertaler Gletscher","2015-10-14","6"
"Kaunertaler Gletscher","2015-10-16","6"
"Kaunertaler Gletscher","2015-11-21","12"
"Kaunertaler Gletscher","2015-11-22","12"
"Nassfeld Hermagor","2017-1-13","20"
"Nassfeld Hermagor","2017-1-17","1"
"Nassfeld Hermagor","2017-2-4","2"
"Nassfeld Hermagor","2017-2-5","2"
"Nassfeld Hermagor","2017-2-6","14"
"Nassfeld Hermagor","2017-2-11","1"
"Nassfeld Hermagor","2017-2-18","1"
"Nassfeld Hermagor","2017-2-25","6"
"Nassfeld Hermagor","2017-3-1","20"
"Nassfeld Hermagor","2017-3-5","14"
"Nassfeld Hermagor","2017-3-6","14"
"Nassfeld Hermagor","2017-11-6","18"
"Nassfeld Hermagor","2016-1-3","2"
"Nassfeld Hermagor","2016-1-12","2"
"Nassfeld Hermagor","2016-2-4","10"
"Nassfeld Hermagor","2016-2-5","2"
"Nassfeld Hermagor","2016-2-7","1"
"Nassfeld Hermagor","2016-2-8","12"
"Nassfeld Hermagor","2016-2-9","1"
"Nassfeld Hermagor","2016-2-10","20"
"Nassfeld Hermagor","2016-2-13","2"
"Nassfeld Hermagor","2016-2-16","6"
"Nassfeld Hermagor","2016-2-17","16"
"Nassfeld Hermagor","2016-2-19","4"
"Nassfeld Hermagor","2016-2-24","2"
"Nassfeld Hermagor","2016-2-28","8"
"Nassfeld Hermagor","2016-2-29","22"
"Nassfeld Hermagor","2016-3-1","6"
"Nassfeld Hermagor","2016-3-3","12"
"Nassfeld Hermagor","2016-3-4","8"
"Nassfeld Hermagor","2016-3-6","24"
"Nassfeld Hermagor","2016-3-7","14"
"Nassfeld Hermagor","2016-3-8","3"
"Nassfeld Hermagor","2016-3-9","7"
"Nassfeld Hermagor","2016-3-14","1"
"Nassfeld Hermagor","2016-11-7","4"
"Nassfeld Hermagor","2016-11-12","4"
"Nassfeld Hermagor","2015-1-12","2"
"Nassfeld Hermagor","2015-1-15","2"
"Nassfeld Hermagor","2015-1-17","6"
"Nassfeld Hermagor","2015-1-22","2"
"Nassfeld Hermagor","2015-1-30","14"
"Nassfeld Hermagor","2015-2-5","1"
"Nassfeld Hermagor","2015-2-6","6"
"Nassfeld Hermagor","2015-2-7","4"
"Nassfeld Hermagor","2015-2-15","1"
"Nassfeld Hermagor","2015-2-22","1"
"Nassfeld Hermagor","2015-2-23","2"
"Nassfeld Hermagor","2015-3-5","2"
"Nassfeld Hermagor","2015-3-17","2"
"Nassfeld Hermagor","2015-3-22","1"
"Nassfeld Hermagor","2015-3-26","12"
"Nassfeld Hermagor","2015-3-27","2"
"Nassfeld Hermagor","2015-4-5","1"
"Nassfeld Hermagor","2015-11-21","12"
"Pitztaler Glacier","2017-1-5","13"
"Pitztaler Glacier","2017-1-10","3"
"Pitztaler Glacier","2017-1-12","3"
"Pitztaler Glacier","2017-2-1","9"
"Pitztaler Glacier","2017-2-6","4"
"Pitztaler Glacier","2017-2-8","2"
"Pitztaler Glacier","2017-3-6","6"
"Pitztaler Glacier","2017-3-7","6"
"Pitztaler Glacier","2017-3-9","4"
"Pitztaler Glacier","2017-4-16","1"
"Pitztaler Glacier","2017-4-18","6"
"Pitztaler Glacier","2017-4-27","5"
"Pitztaler Glacier","2017-4-28","9"
"Pitztaler Glacier","2017-5-2","4"
"Pitztaler Glacier","2017-5-3","4"
"Pitztaler Glacier","2017-5-5","4"
"Pitztaler Glacier","2017-9-2","4"
"Pitztaler Glacier","2017-9-3","2"
"Pitztaler Glacier","2017-9-12","4"
"Pitztaler Glacier","2017-9-16","5"
"Pitztaler Glacier","2017-9-17","4"
"Pitztaler Glacier","2017-9-19","4"
"Pitztaler Glacier","2017-9-20","4"
"Pitztaler Glacier","2017-10-22","4"
"Pitztaler Glacier","2017-10-23","6"
"Pitztaler Glacier","2017-11-6","28"
"Pitztaler Glacier","2016-1-1","3"
"Pitztaler Glacier","2016-1-3","9"
"Pitztaler Glacier","2016-1-12","11"
"Pitztaler Glacier","2016-1-15","5"
"Pitztaler Glacier","2016-1-20","3"
"Pitztaler Glacier","2016-2-5","13"
"Pitztaler Glacier","2016-2-8","5"
"Pitztaler Glacier","2016-2-10","7"
"Pitztaler Glacier","2016-2-19","2"
"Pitztaler Glacier","2016-2-23","6"
"Pitztaler Glacier","2016-3-1","10"
"Pitztaler Glacier","2016-3-3","6"
"Pitztaler Glacier","2016-3-16","4"
"Pitztaler Glacier","2016-3-24","2"
"Pitztaler Glacier","2016-3-26","6"
"Pitztaler Glacier","2016-4-8","3"
"Pitztaler Glacier","2016-4-14","4"
"Pitztaler Glacier","2016-4-18","15"
"Pitztaler Glacier","2016-4-25","4"
"Pitztaler Glacier","2016-4-27","5"
"Pitztaler Glacier","2016-5-2","7"
"Pitztaler Glacier","2016-5-4","5"
"Pitztaler Glacier","2016-9-17","3"
"Pitztaler Glacier","2016-9-19","5"
"Pitztaler Glacier","2016-10-3","4"
"Pitztaler Glacier","2016-10-4","6"
"Pitztaler Glacier","2016-10-9","4"
"Pitztaler Glacier","2016-10-10","8"
"Pitztaler Glacier","2016-11-7","10"
"Pitztaler Glacier","2016-11-16","3"
"Pitztaler Glacier","2016-11-28","3"
"Pitztaler Glacier","2016-11-29","2"
"Pitztaler Glacier","2016-12-19","2"
"Pitztaler Glacier","2015-1-4","7"
"Pitztaler Glacier","2015-1-5","6"
"Pitztaler Glacier","2015-1-12","9"
"Pitztaler Glacier","2015-1-15","5"
"Pitztaler Glacier","2015-1-18","7"
"Pitztaler Glacier","2015-1-27","19"
"Pitztaler Glacier","2015-1-28","7"
"Pitztaler Glacier","2015-1-29","3"
"Pitztaler Glacier","2015-2-1","4"
"Pitztaler Glacier","2015-2-6","4"
"Pitztaler Glacier","2015-2-9","2"
"Pitztaler Glacier","2015-2-24","6"
"Pitztaler Glacier","2015-2-28","6"
"Pitztaler Glacier","2015-3-2","5"
"Pitztaler Glacier","2015-3-3","9"
"Pitztaler Glacier","2015-3-4","1"
"Pitztaler Glacier","2015-3-5","1"
"Pitztaler Glacier","2015-3-27","6"
"Pitztaler Glacier","2015-3-30","6"
"Pitztaler Glacier","2015-3-31","8"
"Pitztaler Glacier","2015-4-1","6"
"Pitztaler Glacier","2015-4-2","6"
"Pitztaler Glacier","2015-4-7","4"
"Pitztaler Glacier","2015-4-30","7"
"Pitztaler Glacier","2015-5-1","3"
"Pitztaler Glacier","2015-9-23","6"
"Pitztaler Glacier","2015-9-24","9"
"Pitztaler Glacier","2015-10-14","10"
"Pitztaler Glacier","2015-10-15","7"
"Pitztaler Glacier","2015-10-19","5"
"Pitztaler Glacier","2015-10-29","3"
"Pitztaler Glacier","2015-11-22","10"
"Pitztaler Glacier","2015-11-23","3"
"Pitztaler Glacier","2015-11-27","2"
"Pitztaler Glacier","2015-12-1","1"
"Pitztaler Glacier","2015-12-10","3"
"Hintertuxer Gletscher","2017-1-5","20"
"Hintertuxer Gletscher","2017-3-1","12"
"Hintertuxer Gletscher","2017-3-9","18"
"Hintertuxer Gletscher","2017-4-4","2"
"Hintertuxer Gletscher","2017-4-5","8"
"Hintertuxer Gletscher","2017-4-27","8"
"Hintertuxer Gletscher","2017-5-2","12"
"Hintertuxer Gletscher","2017-5-15","4"
"Hintertuxer Gletscher","2017-6-7","2"
"Hintertuxer Gletscher","2017-7-25","2"
"Hintertuxer Gletscher","2017-7-26","2"
"Hintertuxer Gletscher","2017-8-12","4"
"Hintertuxer Gletscher","2017-9-2","8"
"Hintertuxer Gletscher","2017-9-3","18"
"Hintertuxer Gletscher","2017-9-11","4"
"Hintertuxer Gletscher","2017-9-12","4"
"Hintertuxer Gletscher","2017-9-13","10"
"Hintertuxer Gletscher","2017-9-16","4"
"Hintertuxer Gletscher","2017-9-19","8"
"Hintertuxer Gletscher","2017-9-20","6"
"Hintertuxer Gletscher","2017-10-7","4"
"Hintertuxer Gletscher","2017-10-23","10"
"Hintertuxer Gletscher","2017-10-24","14"
"Hintertuxer Gletscher","2017-11-6","26"
"Hintertuxer Gletscher","2016-1-1","1"
"Hintertuxer Gletscher","2016-1-3","1"
"Hintertuxer Gletscher","2016-1-12","1"
"Hintertuxer Gletscher","2016-1-14","1"
"Hintertuxer Gletscher","2016-1-16","2"
"Hintertuxer Gletscher","2016-1-17","4"
"Hintertuxer Gletscher","2016-1-20","1"
"Hintertuxer Gletscher","2016-1-21","1"
"Hintertuxer Gletscher","2016-2-4","2"
"Hintertuxer Gletscher","2016-2-5","2"
"Hintertuxer Gletscher","2016-2-10","6"
"Hintertuxer Gletscher","2016-2-14","8"
"Hintertuxer Gletscher","2016-2-24","2"
"Hintertuxer Gletscher","2016-3-1","6"
"Hintertuxer Gletscher","2016-3-3","2"
"Hintertuxer Gletscher","2016-3-4","2"
"Hintertuxer Gletscher","2016-3-6","10"
"Hintertuxer Gletscher","2016-3-7","4"
"Hintertuxer Gletscher","2016-3-8","2"
"Hintertuxer Gletscher","2016-3-15","2"
"Hintertuxer Gletscher","2016-3-24","2"
"Hintertuxer Gletscher","2016-3-26","8"
"Hintertuxer Gletscher","2016-4-8","6"
"Hintertuxer Gletscher","2016-4-22","6"
"Hintertuxer Gletscher","2016-4-25","4"
"Hintertuxer Gletscher","2016-4-27","12"
"Hintertuxer Gletscher","2016-5-13","4"
"Hintertuxer Gletscher","2016-5-17","2"
"Hintertuxer Gletscher","2016-6-15","4"
"Hintertuxer Gletscher","2016-7-14","4"
"Hintertuxer Gletscher","2016-8-6","1"
"Hintertuxer Gletscher","2016-8-10","6"
"Hintertuxer Gletscher","2016-8-11","4"
"Hintertuxer Gletscher","2016-10-20","6"
"Hintertuxer Gletscher","2016-11-7","24"
"Hintertuxer Gletscher","2016-11-12","4"
"Hintertuxer Gletscher","2016-11-28","2"
"Hintertuxer Gletscher","2015-1-11","2"
"Hintertuxer Gletscher","2015-1-17","4"
"Hintertuxer Gletscher","2015-1-18","20"
"Hintertuxer Gletscher","2015-1-25","2"
"Hintertuxer Gletscher","2015-1-27","2"
"Hintertuxer Gletscher","2015-1-28","8"
"Hintertuxer Gletscher","2015-1-29","2"
"Hintertuxer Gletscher","2015-1-30","2"
"Hintertuxer Gletscher","2015-2-2","2"
"Hintertuxer Gletscher","2015-2-25","4"
"Hintertuxer Gletscher","2015-2-26","4"
"Hintertuxer Gletscher","2015-2-28","2"
"Hintertuxer Gletscher","2015-3-2","2"
"Hintertuxer Gletscher","2015-3-3","4"
"Hintertuxer Gletscher","2015-3-5","4"
"Hintertuxer Gletscher","2015-3-11","2"
"Hintertuxer Gletscher","2015-3-22","2"
"Hintertuxer Gletscher","2015-3-27","8"
"Hintertuxer Gletscher","2015-4-1","2"
"Hintertuxer Gletscher","2015-4-2","8"
"Hintertuxer Gletscher","2015-4-5","6"
"Hintertuxer Gletscher","2015-4-6","2"
"Hintertuxer Gletscher","2015-4-7","6"
"Hintertuxer Gletscher","2015-4-23","4"
"Hintertuxer Gletscher","2015-5-15","1"
"Hintertuxer Gletscher","2015-5-20","4"
"Hintertuxer Gletscher","2015-5-21","4"
"Hintertuxer Gletscher","2015-9-4","6"
"Hintertuxer Gletscher","2015-9-5","4"
"Hintertuxer Gletscher","2015-9-23","16"
"Hintertuxer Gletscher","2015-10-15","6"
"Hintertuxer Gletscher","2015-10-29","2"
"Hintertuxer Gletscher","2015-12-17","4"
"S├╢lden","2017-1-3","2"
"S├╢lden","2017-1-4","6"
"S├╢lden","2017-1-5","12"
"S├╢lden","2017-1-6","6"
"S├╢lden","2017-1-8","12"
"S├╢lden","2017-1-13","4"
"S├╢lden","2017-1-14","4"
"S├╢lden","2017-1-15","2"
"S├╢lden","2017-1-31","1"
"S├╢lden","2017-2-1","8"
"S├╢lden","2017-2-6","2"
"S├╢lden","2017-2-17","4"
"S├╢lden","2017-2-24","2"
"S├╢lden","2017-3-1","8"
"S├╢lden","2017-3-5","6"
"S├╢lden","2017-3-7","4"
"S├╢lden","2017-3-9","10"
"S├╢lden","2017-3-10","8"
"S├╢lden","2017-4-4","2"
"S├╢lden","2017-4-6","2"
"S├╢lden","2017-4-16","6"
"S├╢lden","2017-4-18","10"
"S├╢lden","2017-4-19","2"
"S├╢lden","2017-4-22","2"
"S├╢lden","2017-4-27","6"
"S├╢lden","2017-4-28","6"
"S├╢lden","2017-5-1","6"
"S├╢lden","2017-5-2","2"
"S├╢lden","2017-5-7","2"
"S├╢lden","2017-9-2","4"
"S├╢lden","2017-9-11","4"
"S├╢lden","2017-9-13","4"
"S├╢lden","2017-9-19","4"
"S├╢lden","2017-10-6","4"
"S├╢lden","2017-10-22","2"
"S├╢lden","2017-10-23","21"
"S├╢lden","2017-11-6","24"
"S├╢lden","2016-1-1","2"
"S├╢lden","2016-1-3","8"
"S├╢lden","2016-1-7","2"
"S├╢lden","2016-1-9","2"
"S├╢lden","2016-1-11","8"
"S├╢lden","2016-1-12","8"
"S├╢lden","2016-1-15","4"
"S├╢lden","2016-1-16","2"
"S├╢lden","2016-1-17","2"
"S├╢lden","2016-1-31","10"
"S├╢lden","2016-2-3","8"
"S├╢lden","2016-2-10","2"
"S├╢lden","2016-2-15","2"
"S├╢lden","2016-2-18","4"
"S├╢lden","2016-2-20","12"
"S├╢lden","2016-2-25","6"
"S├╢lden","2016-3-1","6"
"S├╢lden","2016-3-2","8"
"S├╢lden","2016-3-5","12"
"S├╢lden","2016-3-16","2"
"S├╢lden","2016-3-26","6"
"S├╢lden","2016-4-13","4"
"S├╢lden","2016-4-18","10"
"S├╢lden","2016-4-24","4"
"S├╢lden","2016-4-27","4"
"S├╢lden","2016-10-3","4"
"S├╢lden","2016-10-19","2"
"S├╢lden","2016-10-26","2"
"S├╢lden","2016-11-2","2"
"S├╢lden","2016-11-6","16"
"S├╢lden","2016-11-7","16"
"S├╢lden","2016-11-11","4"
"S├╢lden","2016-11-18","4"
"S├╢lden","2016-11-26","1"
"S├╢lden","2016-11-27","2"
"S├╢lden","2016-12-12","1"
"S├╢lden","2016-12-19","2"
"S├╢lden","2016-12-24","4"
"S├╢lden","2015-1-4","10"
"S├╢lden","2015-1-10","4"
"S├╢lden","2015-1-11","4"
"S├╢lden","2015-1-14","4"
"S├╢lden","2015-1-17","4"
"S├╢lden","2015-1-23","2"
"S├╢lden","2015-1-24","4"
"S├╢lden","2015-1-27","10"
"S├╢lden","2015-1-29","2"
"S├╢lden","2015-1-30","2"
"S├╢lden","2015-2-2","2"
"S├╢lden","2015-2-5","8"
"S├╢lden","2015-2-22","2"
"S├╢lden","2015-2-24","4"
"S├╢lden","2015-2-27","4"
"S├╢lden","2015-3-2","16"
"S├╢lden","2015-3-5","4"
"S├╢lden","2015-3-22","8"
"S├╢lden","2015-3-31","8"
"S├╢lden","2015-4-1","8"
"S├╢lden","2015-4-2","12"
"S├╢lden","2015-4-4","4"
"S├╢lden","2015-9-23","4"
"S├╢lden","2015-10-4","2"
"S├╢lden","2015-10-7","2"
"S├╢lden","2015-10-8","4"
"S├╢lden","2015-10-9","4"
"S├╢lden","2015-10-12","4"
"S├╢lden","2015-10-14","4"
"S├╢lden","2015-10-15","8"
"S├╢lden","2015-10-16","8"
"S├╢lden","2015-11-15","2"
"S├╢lden","2015-11-21","11"
"S├╢lden","2015-11-23","2"
