country,resort,name,year,month,date,lower,upper
Austria,Niederau-Oberau,Niederau/Oberau,2016,4,2016-04-01,1,27
Austria,Galtur,Galtur,2013,11,2013-11-01,0,0
Austria,Galtur,Galtur,2015,11,2015-11-01,1,2
Austria,Galtur,Galtur,2016,11,2016-11-01,0,0
Austria,Galtur,Galtur,2013,12,2013-12-01,23,38
Austria,Galtur,Galtur,2014,12,2014-12-01,31,51
Austria,Galtur,Galtur,2015,12,2015-12-01,15,30
Austria,Galtur,Galtur,2016,12,2016-12-01,1,25
Austria,Galtur,Galtur,2014,1,2014-01-01,41,74
Austria,Galtur,Galtur,2015,1,2015-01-01,35,69
Austria,Galtur,Galtur,2016,1,2016-01-01,36,56
Austria,Galtur,Galtur,2017,1,2017-01-01,25,51
Austria,Galtur,Galtur,2014,2,2014-02-01,55,107
Austria,Galtur,Galtur,2015,2,2015-02-01,50,90
Austria,Galtur,Galtur,2016,2,2016-02-01,53,96
Austria,Galtur,Galtur,2014,3,2014-03-01,49,119
Austria,Galtur,Galtur,2015,3,2015-03-01,47,111
Austria,Galtur,Galtur,2016,3,2016-03-01,40,122
Austria,Galtur,Galtur,2014,4,2014-04-01,19,81
Austria,Galtur,Galtur,2015,4,2015-04-01,20,47
Austria,Galtur,Galtur,2016,4,2016-04-01,7,29
Bulgaria,Borovets,Borovets,2013,11,2013-11-01,0,0
Bulgaria,Borovets,Borovets,2015,11,2015-11-01,0,0
Bulgaria,Borovets,Borovets,2016,11,2016-11-01,0,0
Bulgaria,Borovets,Borovets,2013,12,2013-12-01,31,41
Bulgaria,Borovets,Borovets,2014,12,2014-12-01,48,55
Bulgaria,Borovets,Borovets,2015,12,2015-12-01,9,19
Bulgaria,Borovets,Borovets,2016,12,2016-12-01,14,62
Bulgaria,Borovets,Borovets,2014,1,2014-01-01,70,80
Bulgaria,Borovets,Borovets,2015,1,2015-01-01,81,93
Bulgaria,Borovets,Borovets,2016,1,2016-01-01,57,75
Bulgaria,Borovets,Borovets,2017,1,2017-01-01,100,121
Bulgaria,Borovets,Borovets,2014,2,2014-02-01,70,80
Bulgaria,Borovets,Borovets,2015,2,2015-02-01,172,222
Bulgaria,Borovets,Borovets,2016,2,2016-02-01,77,97
Bulgaria,Borovets,Borovets,2014,3,2014-03-01,80,114
Bulgaria,Borovets,Borovets,2015,3,2015-03-01,236,299
Bulgaria,Borovets,Borovets,2016,3,2016-03-01,80,90
Bulgaria,Borovets,Borovets,2014,4,2014-04-01,19,69
Bulgaria,Borovets,Borovets,2015,4,2015-04-01,210,265
Bulgaria,Borovets,Borovets,2016,4,2016-04-01,10,15
Bulgaria,Bansko,Bansko,2013,11,2013-11-01,0,0
Bulgaria,Bansko,Bansko,2015,11,2015-11-01,0,0
Bulgaria,Bansko,Bansko,2016,11,2016-11-01,0,0
Bulgaria,Bansko,Bansko,2013,12,2013-12-01,16,25
Bulgaria,Bansko,Bansko,2014,12,2014-12-01,3,90
Bulgaria,Bansko,Bansko,2015,12,2015-12-01,0,24
Bulgaria,Bansko,Bansko,2016,12,2016-12-01,14,28
Bulgaria,Bansko,Bansko,2014,1,2014-01-01,11,68
Bulgaria,Bansko,Bansko,2015,1,2015-01-01,32,121
Bulgaria,Bansko,Bansko,2016,1,2016-01-01,52,80
Bulgaria,Bansko,Bansko,2017,1,2017-01-01,32,75
Bulgaria,Bansko,Bansko,2014,2,2014-02-01,24,100
Bulgaria,Bansko,Bansko,2015,2,2015-02-01,60,217
Bulgaria,Bansko,Bansko,2016,2,2016-02-01,65,99
Bulgaria,Bansko,Bansko,2014,3,2014-03-01,8,157
Bulgaria,Bansko,Bansko,2015,3,2015-03-01,173,303
Bulgaria,Bansko,Bansko,2016,3,2016-03-01,33,124
Bulgaria,Bansko,Bansko,2014,4,2014-04-01,0,28
Bulgaria,Bansko,Bansko,2015,4,2015-04-01,86,144
Bulgaria,Bansko,Bansko,2016,4,2016-04-01,0,76
Bulgaria,Pamporovo,Pamporovo,2013,11,2013-11-01,0,0
Bulgaria,Pamporovo,Pamporovo,2015,11,2015-11-01,0,0
Bulgaria,Pamporovo,Pamporovo,2016,11,2016-11-01,0,0
Bulgaria,Pamporovo,Pamporovo,2013,12,2013-12-01,16,35
Bulgaria,Pamporovo,Pamporovo,2014,12,2014-12-01,23,33
Bulgaria,Pamporovo,Pamporovo,2015,12,2015-12-01,9,13
Bulgaria,Pamporovo,Pamporovo,2016,12,2016-12-01,25,30
Bulgaria,Pamporovo,Pamporovo,2014,1,2014-01-01,48,88
Bulgaria,Pamporovo,Pamporovo,2015,1,2015-01-01,30,40
Bulgaria,Pamporovo,Pamporovo,2016,1,2016-01-01,38,46
Bulgaria,Pamporovo,Pamporovo,2017,1,2017-01-01,62,62
Bulgaria,Pamporovo,Pamporovo,2014,2,2014-02-01,55,99
Bulgaria,Pamporovo,Pamporovo,2015,2,2015-02-01,57,75
Bulgaria,Pamporovo,Pamporovo,2016,2,2016-02-01,35,42
Bulgaria,Pamporovo,Pamporovo,2014,3,2014-03-01,56,87
Bulgaria,Pamporovo,Pamporovo,2015,3,2015-03-01,128,150
Bulgaria,Pamporovo,Pamporovo,2016,3,2016-03-01,25,35
Bulgaria,Pamporovo,Pamporovo,2014,4,2014-04-01,19,36
Bulgaria,Pamporovo,Pamporovo,2015,4,2015-04-01,61,72
Bulgaria,Pamporovo,Pamporovo,2016,4,2016-04-01,5,6
Canada,Kimberley,Kimberley,2013,11,2013-11-01,0,0
Canada,Kimberley,Kimberley,2015,11,2015-11-01,4,4
Canada,Kimberley,Kimberley,2016,11,2016-11-01,0,0
Canada,Kimberley,Kimberley,2013,12,2013-12-01,95,95
Canada,Kimberley,Kimberley,2014,12,2014-12-01,81,81
Canada,Kimberley,Kimberley,2015,12,2015-12-01,84,84
Canada,Kimberley,Kimberley,2016,12,2016-12-01,38,47
Canada,Kimberley,Kimberley,2014,1,2014-01-01,157,157
Canada,Kimberley,Kimberley,2015,1,2015-01-01,107,107
Canada,Kimberley,Kimberley,2016,1,2016-01-01,123,123
Canada,Kimberley,Kimberley,2017,1,2017-01-01,108,108
Canada,Kimberley,Kimberley,2014,2,2014-02-01,186,186
Canada,Kimberley,Kimberley,2015,2,2015-02-01,105,105
Canada,Kimberley,Kimberley,2016,2,2016-02-01,119,119
Canada,Kimberley,Kimberley,2014,3,2014-03-01,171,171
Canada,Kimberley,Kimberley,2015,3,2015-03-01,109,109
Canada,Kimberley,Kimberley,2016,3,2016-03-01,119,119
Canada,Kimberley,Kimberley,2014,4,2014-04-01,51,51
Canada,Kimberley,Kimberley,2015,4,2015-04-01,9,9
Canada,Kimberley,Kimberley,2016,4,2016-04-01,5,5
Canada,Lake-Louise,Lake Louise,2013,11,2013-11-01,20,65
Canada,Lake-Louise,Lake Louise,2013,12,2013-12-01,64,92
Canada,Lake-Louise,Lake Louise,2014,12,2014-12-01,97,100
Canada,Lake-Louise,Lake Louise,2014,1,2014-01-01,101,142
Canada,Lake-Louise,Lake Louise,2015,1,2015-01-01,110,114
Canada,Lake-Louise,Lake Louise,2014,2,2014-02-01,114,160
Canada,Lake-Louise,Lake Louise,2015,2,2015-02-01,151,152
Canada,Lake-Louise,Lake Louise,2014,3,2014-03-01,121,213
Canada,Lake-Louise,Lake Louise,2015,3,2015-03-01,155,155
Canada,Lake-Louise,Lake Louise,2014,4,2014-04-01,140,225
Canada,Lake-Louise,Lake Louise,2015,4,2015-04-01,176,181
Canada,Jasper,Jasper,2013,11,2013-11-01,34,34
Canada,Jasper,Jasper,2015,11,2015-11-01,46,46
Canada,Jasper,Jasper,2016,11,2016-11-01,17,17
Canada,Jasper,Jasper,2013,12,2013-12-01,49,49
Canada,Jasper,Jasper,2014,12,2014-12-01,83,83
Canada,Jasper,Jasper,2015,12,2015-12-01,70,70
Canada,Jasper,Jasper,2016,12,2016-12-01,53,53
Canada,Jasper,Jasper,2014,1,2014-01-01,90,90
Canada,Jasper,Jasper,2015,1,2015-01-01,93,93
Canada,Jasper,Jasper,2016,1,2016-01-01,73,73
Canada,Jasper,Jasper,2017,1,2017-01-01,65,65
Canada,Jasper,Jasper,2014,2,2014-02-01,93,93
Canada,Jasper,Jasper,2015,2,2015-02-01,120,120
Canada,Jasper,Jasper,2016,2,2016-02-01,93,93
Canada,Jasper,Jasper,2014,3,2014-03-01,122,122
Canada,Jasper,Jasper,2015,3,2015-03-01,123,123
Canada,Jasper,Jasper,2016,3,2016-03-01,136,136
Canada,Jasper,Jasper,2014,4,2014-04-01,138,138
Canada,Jasper,Jasper,2015,4,2015-04-01,133,133
Canada,Jasper,Jasper,2016,4,2016-04-01,74,74
Canada,Red-Mountain,Red Mountain,2013,11,2013-11-01,0,0
Canada,Red-Mountain,Red Mountain,2015,11,2015-11-01,0,0
Canada,Red-Mountain,Red Mountain,2016,11,2016-11-01,0,0
Canada,Red-Mountain,Red Mountain,2013,12,2013-12-01,85,85
Canada,Red-Mountain,Red Mountain,2014,12,2014-12-01,114,114
Canada,Red-Mountain,Red Mountain,2015,12,2015-12-01,111,111
Canada,Red-Mountain,Red Mountain,2016,12,2016-12-01,86,86
Canada,Red-Mountain,Red Mountain,2014,1,2014-01-01,111,111
Canada,Red-Mountain,Red Mountain,2015,1,2015-01-01,128,128
Canada,Red-Mountain,Red Mountain,2016,1,2016-01-01,168,168
Canada,Red-Mountain,Red Mountain,2017,1,2017-01-01,147,147
Canada,Red-Mountain,Red Mountain,2014,2,2014-02-01,149,149
Canada,Red-Mountain,Red Mountain,2015,2,2015-02-01,148,148
Canada,Red-Mountain,Red Mountain,2016,2,2016-02-01,210,210
Canada,Red-Mountain,Red Mountain,2014,3,2014-03-01,192,192
Canada,Red-Mountain,Red Mountain,2015,3,2015-03-01,142,142
Canada,Red-Mountain,Red Mountain,2016,3,2016-03-01,287,287
Canada,Red-Mountain,Red Mountain,2014,4,2014-04-01,63,63
Canada,Red-Mountain,Red Mountain,2015,4,2015-04-01,0,0
Canada,Red-Mountain,Red Mountain,2016,4,2016-04-01,14,14
Canada,Whistler,Whistler,2013,11,2013-11-01,26,26
Canada,Whistler,Whistler,2015,11,2015-11-01,52,52
Canada,Whistler,Whistler,2016,11,2016-11-01,89,89
Canada,Whistler,Whistler,2013,12,2013-12-01,85,85
Canada,Whistler,Whistler,2014,12,2014-12-01,122,122
Canada,Whistler,Whistler,2015,12,2015-12-01,157,157
Canada,Whistler,Whistler,2016,12,2016-12-01,171,171
Canada,Whistler,Whistler,2014,1,2014-01-01,130,130
Canada,Whistler,Whistler,2015,1,2015-01-01,132,132
Canada,Whistler,Whistler,2016,1,2016-01-01,179,179
Canada,Whistler,Whistler,2017,1,2017-01-01,195,195
Canada,Whistler,Whistler,2014,2,2014-02-01,173,173
Canada,Whistler,Whistler,2015,2,2015-02-01,145,145
Canada,Whistler,Whistler,2016,2,2016-02-01,245,245
Canada,Whistler,Whistler,2014,3,2014-03-01,250,250
Canada,Whistler,Whistler,2015,3,2015-03-01,155,155
Canada,Whistler,Whistler,2016,3,2016-03-01,324,324
Canada,Whistler,Whistler,2014,4,2014-04-01,242,242
Canada,Whistler,Whistler,2015,4,2015-04-01,184,184
Canada,Whistler,Whistler,2016,4,2016-04-01,250,250
Canada,Kicking-Horse,Kicking Horse,2013,11,2013-11-01,0,0
Canada,Kicking-Horse,Kicking Horse,2015,11,2015-11-01,13,18
Canada,Kicking-Horse,Kicking Horse,2016,11,2016-11-01,0,0
Canada,Kicking-Horse,Kicking Horse,2013,12,2013-12-01,90,90
Canada,Kicking-Horse,Kicking Horse,2014,12,2014-12-01,107,107
Canada,Kicking-Horse,Kicking Horse,2015,12,2015-12-01,118,118
Canada,Kicking-Horse,Kicking Horse,2016,12,2016-12-01,88,88
Canada,Kicking-Horse,Kicking Horse,2014,1,2014-01-01,127,127
Canada,Kicking-Horse,Kicking Horse,2015,1,2015-01-01,120,120
Canada,Kicking-Horse,Kicking Horse,2016,1,2016-01-01,129,129
Canada,Kicking-Horse,Kicking Horse,2017,1,2017-01-01,106,106
Canada,Kicking-Horse,Kicking Horse,2014,2,2014-02-01,155,155
Canada,Kicking-Horse,Kicking Horse,2015,2,2015-02-01,153,153
Canada,Kicking-Horse,Kicking Horse,2016,2,2016-02-01,166,166
Canada,Kicking-Horse,Kicking Horse,2014,3,2014-03-01,205,205
Canada,Kicking-Horse,Kicking Horse,2015,3,2015-03-01,157,157
Canada,Kicking-Horse,Kicking Horse,2016,3,2016-03-01,189,189
Canada,Kicking-Horse,Kicking Horse,2014,4,2014-04-01,136,136
Canada,Kicking-Horse,Kicking Horse,2015,4,2015-04-01,53,53
Canada,Kicking-Horse,Kicking Horse,2016,4,2016-04-01,51,51
Canada,Panorama,Panorama,2013,11,2013-11-01,0,0
Canada,Panorama,Panorama,2015,11,2015-11-01,0,0
Canada,Panorama,Panorama,2016,11,2016-11-01,0,0
Canada,Panorama,Panorama,2013,12,2013-12-01,44,72
Canada,Panorama,Panorama,2014,12,2014-12-01,39,80
Canada,Panorama,Panorama,2015,12,2015-12-01,32,71
Canada,Panorama,Panorama,2016,12,2016-12-01,21,54
Canada,Panorama,Panorama,2014,1,2014-01-01,63,92
Canada,Panorama,Panorama,2015,1,2015-01-01,52,91
Canada,Panorama,Panorama,2016,1,2016-01-01,60,108
Canada,Panorama,Panorama,2017,1,2017-01-01,45,91
Canada,Panorama,Panorama,2014,2,2014-02-01,89,121
Canada,Panorama,Panorama,2015,2,2015-02-01,45,112
Canada,Panorama,Panorama,2016,2,2016-02-01,64,127
Canada,Panorama,Panorama,2014,3,2014-03-01,86,146
Canada,Panorama,Panorama,2015,3,2015-03-01,30,124
Canada,Panorama,Panorama,2016,3,2016-03-01,54,139
Canada,Panorama,Panorama,2014,4,2014-04-01,33,92
Canada,Panorama,Panorama,2015,4,2015-04-01,10,39
Canada,Panorama,Panorama,2016,4,2016-04-01,8,36
Canada,Sun-Peaks,Sun Peaks,2013,11,2013-11-01,12,19
Canada,Sun-Peaks,Sun Peaks,2015,11,2015-11-01,38,38
Canada,Sun-Peaks,Sun Peaks,2016,11,2016-11-01,25,34
Canada,Sun-Peaks,Sun Peaks,2013,12,2013-12-01,67,95
Canada,Sun-Peaks,Sun Peaks,2014,12,2014-12-01,105,122
Canada,Sun-Peaks,Sun Peaks,2015,12,2015-12-01,97,108
Canada,Sun-Peaks,Sun Peaks,2016,12,2016-12-01,91,119
Canada,Sun-Peaks,Sun Peaks,2014,1,2014-01-01,105,140
Canada,Sun-Peaks,Sun Peaks,2015,1,2015-01-01,116,145
Canada,Sun-Peaks,Sun Peaks,2016,1,2016-01-01,136,151
Canada,Sun-Peaks,Sun Peaks,2017,1,2017-01-01,105,138
Canada,Sun-Peaks,Sun Peaks,2014,2,2014-02-01,118,158
Canada,Sun-Peaks,Sun Peaks,2015,2,2015-02-01,128,157
Canada,Sun-Peaks,Sun Peaks,2016,2,2016-02-01,164,182
Canada,Sun-Peaks,Sun Peaks,2014,3,2014-03-01,149,187
Canada,Sun-Peaks,Sun Peaks,2015,3,2015-03-01,125,162
Canada,Sun-Peaks,Sun Peaks,2016,3,2016-03-01,206,229
Canada,Sun-Peaks,Sun Peaks,2014,4,2014-04-01,58,75
Canada,Sun-Peaks,Sun Peaks,2015,4,2015-04-01,43,56
Canada,Sun-Peaks,Sun Peaks,2016,4,2016-04-01,56,55
Canada,Banff,Banff,2013,11,2013-11-01,20,65
Canada,Banff,Banff,2013,12,2013-12-01,64,92
Canada,Banff,Banff,2014,12,2014-12-01,97,100
Canada,Banff,Banff,2014,1,2014-01-01,101,142
Canada,Banff,Banff,2015,1,2015-01-01,110,114
Canada,Banff,Banff,2014,2,2014-02-01,114,160
Canada,Banff,Banff,2015,2,2015-02-01,151,152
Canada,Banff,Banff,2014,3,2014-03-01,121,213
Canada,Banff,Banff,2015,3,2015-03-01,155,155
Canada,Banff,Banff,2014,4,2014-04-01,140,225
Canada,Banff,Banff,2015,4,2015-04-01,176,181
Canada,Fernie,Fernie,2013,11,2013-11-01,27,27
Canada,Fernie,Fernie,2015,11,2015-11-01,5,5
Canada,Fernie,Fernie,2016,11,2016-11-01,6,6
Canada,Fernie,Fernie,2013,12,2013-12-01,157,157
Canada,Fernie,Fernie,2014,12,2014-12-01,162,162
Canada,Fernie,Fernie,2015,12,2015-12-01,129,129
Canada,Fernie,Fernie,2016,12,2016-12-01,126,126
Canada,Fernie,Fernie,2014,1,2014-01-01,178,178
Canada,Fernie,Fernie,2015,1,2015-01-01,142,142
Canada,Fernie,Fernie,2016,1,2016-01-01,193,193
Canada,Fernie,Fernie,2017,1,2017-01-01,183,183
Canada,Fernie,Fernie,2014,2,2014-02-01,211,211
Canada,Fernie,Fernie,2015,2,2015-02-01,140,140
Canada,Fernie,Fernie,2016,2,2016-02-01,270,270
Canada,Fernie,Fernie,2014,3,2014-03-01,324,324
Canada,Fernie,Fernie,2015,3,2015-03-01,155,155
Canada,Fernie,Fernie,2016,3,2016-03-01,320,320
Canada,Fernie,Fernie,2014,4,2014-04-01,174,163
Canada,Fernie,Fernie,2015,4,2015-04-01,51,51
Canada,Fernie,Fernie,2016,4,2016-04-01,86,86
Canada,Tremblant,Tremblant,2013,11,2013-11-01,6,6
Canada,Tremblant,Tremblant,2015,11,2015-11-01,2,2
Canada,Tremblant,Tremblant,2016,11,2016-11-01,8,8
Canada,Tremblant,Tremblant,2013,12,2013-12-01,73,84
Canada,Tremblant,Tremblant,2014,12,2014-12-01,63,103
Canada,Tremblant,Tremblant,2015,12,2015-12-01,11,11
Canada,Tremblant,Tremblant,2016,12,2016-12-01,95,95
Canada,Tremblant,Tremblant,2014,1,2014-01-01,72,72
Canada,Tremblant,Tremblant,2015,1,2015-01-01,86,147
Canada,Tremblant,Tremblant,2016,1,2016-01-01,56,56
Canada,Tremblant,Tremblant,2017,1,2017-01-01,249,249
Canada,Tremblant,Tremblant,2014,2,2014-02-01,70,70
Canada,Tremblant,Tremblant,2015,2,2015-02-01,108,188
Canada,Tremblant,Tremblant,2016,2,2016-02-01,74,74
Canada,Tremblant,Tremblant,2014,3,2014-03-01,70,70
Canada,Tremblant,Tremblant,2015,3,2015-03-01,110,190
Canada,Tremblant,Tremblant,2016,3,2016-03-01,95,95
Canada,Tremblant,Tremblant,2014,4,2014-04-01,45,45
Canada,Tremblant,Tremblant,2015,4,2015-04-01,45,84
Canada,Tremblant,Tremblant,2016,4,2016-04-01,32,39
Canada,Sunshine-Village,Sunshine Village,2013,11,2013-11-01,20,65
Canada,Sunshine-Village,Sunshine Village,2013,12,2013-12-01,64,92
Canada,Sunshine-Village,Sunshine Village,2014,12,2014-12-01,97,100
Canada,Sunshine-Village,Sunshine Village,2014,1,2014-01-01,101,142
Canada,Sunshine-Village,Sunshine Village,2015,1,2015-01-01,110,114
Canada,Sunshine-Village,Sunshine Village,2014,2,2014-02-01,114,160
Canada,Sunshine-Village,Sunshine Village,2015,2,2015-02-01,151,152
Canada,Sunshine-Village,Sunshine Village,2014,3,2014-03-01,121,213
Canada,Sunshine-Village,Sunshine Village,2015,3,2015-03-01,155,155
Canada,Sunshine-Village,Sunshine Village,2014,4,2014-04-01,140,225
Canada,Sunshine-Village,Sunshine Village,2015,4,2015-04-01,176,181
Canada,Big-White,Big White,2013,11,2013-11-01,47,51
Canada,Big-White,Big White,2015,11,2015-11-01,75,75
Canada,Big-White,Big White,2016,11,2016-11-01,25,25
Canada,Big-White,Big White,2013,12,2013-12-01,106,127
Canada,Big-White,Big White,2014,12,2014-12-01,94,172
Canada,Big-White,Big White,2015,12,2015-12-01,158,158
Canada,Big-White,Big White,2016,12,2016-12-01,121,121
Canada,Big-White,Big White,2014,1,2014-01-01,144,188
Canada,Big-White,Big White,2015,1,2015-01-01,150,179
Canada,Big-White,Big White,2016,1,2016-01-01,215,215
Canada,Big-White,Big White,2017,1,2017-01-01,158,158
Canada,Big-White,Big White,2014,2,2014-02-01,173,216
Canada,Big-White,Big White,2015,2,2015-02-01,192,192
Canada,Big-White,Big White,2016,2,2016-02-01,253,253
Canada,Big-White,Big White,2014,3,2014-03-01,205,246
Canada,Big-White,Big White,2015,3,2015-03-01,198,198
Canada,Big-White,Big White,2016,3,2016-03-01,289,289
Canada,Big-White,Big White,2014,4,2014-04-01,128,147
Canada,Big-White,Big White,2015,4,2015-04-01,68,68
Canada,Big-White,Big White,2016,4,2016-04-01,88,88
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2013,11,2013-11-01,16,16
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2015,11,2015-11-01,2,2
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2016,11,2016-11-01,0,0
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2013,12,2013-12-01,65,91
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2014,12,2014-12-01,25,148
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2015,12,2015-12-01,11,12
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2016,12,2016-12-01,41,106
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2014,1,2014-01-01,202,202
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2015,1,2015-01-01,49,141
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2016,1,2016-01-01,23,37
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2017,1,2017-01-01,94,202
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2014,2,2014-02-01,275,275
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2015,2,2015-02-01,74,134
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2016,2,2016-02-01,34,78
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2014,3,2014-03-01,121,164
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2015,3,2015-03-01,99,157
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2016,3,2016-03-01,160,184
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2014,4,2014-04-01,35,94
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2015,4,2015-04-01,30,51
Canada,Mont-Sainte-Anne,Mont Sainte Anne,2016,4,2016-04-01,20,23
Finland,Levi,Levi,2013,11,2013-11-01,23,28
Finland,Levi,Levi,2015,11,2015-11-01,15,16
Finland,Levi,Levi,2016,11,2016-11-01,20,22
Finland,Levi,Levi,2013,12,2013-12-01,40,40
Finland,Levi,Levi,2014,12,2014-12-01,50,50
Finland,Levi,Levi,2015,12,2015-12-01,44,51
Finland,Levi,Levi,2016,12,2016-12-01,44,44
Finland,Levi,Levi,2014,1,2014-01-01,40,46
Finland,Levi,Levi,2015,1,2015-01-01,57,57
Finland,Levi,Levi,2016,1,2016-01-01,62,62
Finland,Levi,Levi,2017,1,2017-01-01,0,45
Finland,Levi,Levi,2014,2,2014-02-01,46,50
Finland,Levi,Levi,2015,2,2015-02-01,85,85
Finland,Levi,Levi,2016,2,2016-02-01,88,88
Finland,Levi,Levi,2014,3,2014-03-01,68,68
Finland,Levi,Levi,2015,3,2015-03-01,87,87
Finland,Levi,Levi,2016,3,2016-03-01,102,102
Finland,Levi,Levi,2014,4,2014-04-01,64,64
Finland,Levi,Levi,2015,4,2015-04-01,71,71
Finland,Levi,Levi,2016,4,2016-04-01,74,74
France,Les-Menuires,Les Menuires,2013,11,2013-11-01,0,0
France,Les-Menuires,Les Menuires,2015,11,2015-11-01,1,4
France,Les-Menuires,Les Menuires,2016,11,2016-11-01,0,0
France,Les-Menuires,Les Menuires,2013,12,2013-12-01,31,86
France,Les-Menuires,Les Menuires,2014,12,2014-12-01,25,95
France,Les-Menuires,Les Menuires,2015,12,2015-12-01,21,50
France,Les-Menuires,Les Menuires,2016,12,2016-12-01,9,51
France,Les-Menuires,Les Menuires,2014,1,2014-01-01,50,111
France,Les-Menuires,Les Menuires,2015,1,2015-01-01,32,104
France,Les-Menuires,Les Menuires,2016,1,2016-01-01,38,152
France,Les-Menuires,Les Menuires,2017,1,2017-01-01,16,81
France,Les-Menuires,Les Menuires,2014,2,2014-02-01,89,148
France,Les-Menuires,Les Menuires,2015,2,2015-02-01,74,160
France,Les-Menuires,Les Menuires,2016,2,2016-02-01,50,199
France,Les-Menuires,Les Menuires,2014,3,2014-03-01,82,153
France,Les-Menuires,Les Menuires,2015,3,2015-03-01,68,160
France,Les-Menuires,Les Menuires,2016,3,2016-03-01,71,209
France,Les-Menuires,Les Menuires,2014,4,2014-04-01,22,110
France,Les-Menuires,Les Menuires,2015,4,2015-04-01,30,157
France,Les-Menuires,Les Menuires,2016,4,2016-04-01,28,132
France,La-Toussuire,La Toussuire,2013,11,2013-11-01,0,0
France,La-Toussuire,La Toussuire,2015,11,2015-11-01,0,0
France,La-Toussuire,La Toussuire,2016,11,2016-11-01,0,0
France,La-Toussuire,La Toussuire,2013,12,2013-12-01,7,15
France,La-Toussuire,La Toussuire,2014,12,2014-12-01,50,80
France,La-Toussuire,La Toussuire,2015,12,2015-12-01,11,17
France,La-Toussuire,La Toussuire,2016,12,2016-12-01,7,23
France,La-Toussuire,La Toussuire,2014,1,2014-01-01,45,80
France,La-Toussuire,La Toussuire,2015,1,2015-01-01,39,70
France,La-Toussuire,La Toussuire,2016,1,2016-01-01,81,122
France,La-Toussuire,La Toussuire,2017,1,2017-01-01,15,47
France,La-Toussuire,La Toussuire,2014,2,2014-02-01,80,143
France,La-Toussuire,La Toussuire,2015,2,2015-02-01,116,148
France,La-Toussuire,La Toussuire,2016,2,2016-02-01,115,172
France,La-Toussuire,La Toussuire,2014,3,2014-03-01,68,157
France,La-Toussuire,La Toussuire,2015,3,2015-03-01,91,114
France,La-Toussuire,La Toussuire,2016,3,2016-03-01,103,156
France,La-Toussuire,La Toussuire,2014,4,2014-04-01,24,77
France,La-Toussuire,La Toussuire,2015,4,2015-04-01,32,63
France,La-Toussuire,La Toussuire,2016,4,2016-04-01,30,62
France,Villard-de-Lans,Villard de Lans,2013,11,2013-11-01,0,0
France,Villard-de-Lans,Villard de Lans,2015,11,2015-11-01,3,4
France,Villard-de-Lans,Villard de Lans,2016,11,2016-11-01,0,0
France,Villard-de-Lans,Villard de Lans,2013,12,2013-12-01,40,66
France,Villard-de-Lans,Villard de Lans,2014,12,2014-12-01,40,50
France,Villard-de-Lans,Villard de Lans,2015,12,2015-12-01,34,42
France,Villard-de-Lans,Villard de Lans,2016,12,2016-12-01,0,2
France,Villard-de-Lans,Villard de Lans,2014,1,2014-01-01,48,97
France,Villard-de-Lans,Villard de Lans,2015,1,2015-01-01,35,45
France,Villard-de-Lans,Villard de Lans,2016,1,2016-01-01,31,40
France,Villard-de-Lans,Villard de Lans,2017,1,2017-01-01,1,1
France,Villard-de-Lans,Villard de Lans,2014,2,2014-02-01,58,133
France,Villard-de-Lans,Villard de Lans,2015,2,2015-02-01,106,177
France,Villard-de-Lans,Villard de Lans,2016,2,2016-02-01,39,63
France,Villard-de-Lans,Villard de Lans,2014,3,2014-03-01,62,204
France,Villard-de-Lans,Villard de Lans,2015,3,2015-03-01,78,161
France,Villard-de-Lans,Villard de Lans,2016,3,2016-03-01,66,121
France,Villard-de-Lans,Villard de Lans,2014,4,2014-04-01,7,37
France,Villard-de-Lans,Villard de Lans,2015,4,2015-04-01,4,14
France,Villard-de-Lans,Villard de Lans,2016,4,2016-04-01,2,6
France,Morzine,Morzine,2013,11,2013-11-01,0,0
France,Morzine,Morzine,2015,11,2015-11-01,0,0
France,Morzine,Morzine,2016,11,2016-11-01,0,0
France,Morzine,Morzine,2013,12,2013-12-01,18,61
France,Morzine,Morzine,2014,12,2014-12-01,50,150
France,Morzine,Morzine,2015,12,2015-12-01,8,16
France,Morzine,Morzine,2016,12,2016-12-01,4,39
France,Morzine,Morzine,2014,1,2014-01-01,38,185
France,Morzine,Morzine,2015,1,2015-01-01,64,120
