"country","resort","name","year","month","week","date","lower","upper"
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2015,11,4,"2015-11-22",10,30
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2015,12,1,"2015-12-1",20,66
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2015,12,2,"2015-12-8",20,70
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2015,12,3,"2015-12-15",22,69
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2015,12,4,"2015-12-22",20,64
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2016,1,1,"2016-1-1",22,62
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2016,1,2,"2016-1-8",30,80
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2016,1,3,"2016-1-15",30,80
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2016,1,4,"2016-1-22",37,85
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2016,2,1,"2016-2-1",55,95
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2016,2,2,"2016-2-8",55,99
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2016,2,3,"2016-2-15",90,135
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2016,2,4,"2016-2-22",82,129
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2016,3,1,"2016-3-1",78,136
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2016,3,2,"2016-3-8",106,156
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2016,3,3,"2016-3-15",112,162
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2016,3,4,"2016-3-22",96,147
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2016,4,1,"2016-4-1",87,143
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2016,4,2,"2016-4-8",14,24
"Andorra","Arcalis-Vallnord","Arcalis - Vallnord",2016,4,3,"2016-4-15",null,null
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2015,11,4,"2015-11-22",10,26
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2015,12,1,"2015-12-1",15,42
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2015,12,2,"2015-12-8",17,50
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2015,12,3,"2015-12-15",19,50
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2015,12,4,"2015-12-22",20,50
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2016,1,1,"2016-1-1",21,53
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2016,1,2,"2016-1-8",29,68
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2016,1,3,"2016-1-15",30,70
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2016,1,4,"2016-1-22",38,70
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2016,2,1,"2016-2-1",35,60
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2016,2,2,"2016-2-8",35,62
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2016,2,3,"2016-2-15",44,91
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2016,2,4,"2016-2-22",50,100
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2016,3,1,"2016-3-1",50,100
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2016,3,2,"2016-3-8",63,113
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2016,3,3,"2016-3-15",78,128
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2016,3,4,"2016-3-22",60,122
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2016,4,1,"2016-4-1",40,110
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2016,4,2,"2016-4-8",6,18
"Andorra","El-Tarter-Grandvalira","El Tarter - Grandvalira",2016,4,3,"2016-4-15",null,null
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2015,11,4,"2015-11-22",5,19
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2015,12,1,"2015-12-1",12,32
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2015,12,2,"2015-12-8",20,40
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2015,12,3,"2015-12-15",20,40
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2015,12,4,"2015-12-22",20,40
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2016,1,1,"2016-1-1",20,42
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2016,1,2,"2016-1-8",20,50
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2016,1,3,"2016-1-15",20,50
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2016,1,4,"2016-1-22",26,56
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2016,2,1,"2016-2-1",50,80
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2016,2,2,"2016-2-8",55,85
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2016,2,3,"2016-2-15",60,90
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2016,2,4,"2016-2-22",54,88
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2016,3,1,"2016-3-1",50,88
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2016,3,2,"2016-3-8",76,106
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2016,3,3,"2016-3-15",82,112
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2016,3,4,"2016-3-22",60,102
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2016,4,1,"2016-4-1",64,102
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2016,4,2,"2016-4-8",13,18
"Andorra","Pal-Arinsal-Vallnord","Pal/Arinsal - Vallnord",2016,4,3,"2016-4-15",null,null
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2015,11,4,"2015-11-22",12,29
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2015,12,1,"2015-12-1",20,42
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2015,12,2,"2015-12-8",25,50
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2015,12,3,"2015-12-15",20,50
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2015,12,4,"2015-12-22",20,50
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2016,1,1,"2016-1-1",23,53
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2016,1,2,"2016-1-8",29,68
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2016,1,3,"2016-1-15",30,70
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2016,1,4,"2016-1-22",39,69
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2016,2,1,"2016-2-1",35,60
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2016,2,2,"2016-2-8",35,62
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2016,2,3,"2016-2-15",54,93
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2016,2,4,"2016-2-22",62,104
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2016,3,1,"2016-3-1",72,110
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2016,3,2,"2016-3-8",80,110
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2016,3,3,"2016-3-15",80,118
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2016,3,4,"2016-3-22",80,120
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2016,4,1,"2016-4-1",80,120
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2016,4,2,"2016-4-8",13,20
"Andorra","Pas-de-la-Casa-Grandvalira","Pas de la Casa - Grandvalira",2016,4,3,"2016-4-15",null,null
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2015,11,4,"2015-11-22",10,26
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2015,12,1,"2015-12-1",15,42
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2015,12,2,"2015-12-8",16,50
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2015,12,3,"2015-12-15",20,50
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2015,12,4,"2015-12-22",20,50
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2016,1,1,"2016-1-1",20,52
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2016,1,2,"2016-1-8",28,66
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2016,1,3,"2016-1-15",30,70
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2016,1,4,"2016-1-22",40,70
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2016,2,1,"2016-2-1",35,60
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2016,2,2,"2016-2-8",37,69
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2016,2,3,"2016-2-15",45,87
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2016,2,4,"2016-2-22",50,100
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2016,3,1,"2016-3-1",50,100
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2016,3,2,"2016-3-8",64,114
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2016,3,3,"2016-3-15",78,128
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2016,3,4,"2016-3-22",60,119
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2016,4,1,"2016-4-1",40,110
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2016,4,2,"2016-4-8",12,33
"Andorra","Soldeu-Grandvalira","Soldeu - Grandvalira",2016,4,3,"2016-4-15",null,null
"Austria","Alpbach","Alpbach",2015,11,4,"2015-11-22",1,6
"Austria","Alpbach","Alpbach",2015,12,1,"2015-12-1",9,40
"Austria","Alpbach","Alpbach",2015,12,2,"2015-12-8",null,40
"Austria","Alpbach","Alpbach",2015,12,3,"2015-12-15",null,40
"Austria","Alpbach","Alpbach",2015,12,4,"2015-12-22",12,40
"Austria","Alpbach","Alpbach",2016,1,1,"2016-1-1",30,50
"Austria","Alpbach","Alpbach",2016,1,2,"2016-1-8",23,71
"Austria","Alpbach","Alpbach",2016,1,3,"2016-1-15",53,126
"Austria","Alpbach","Alpbach",2016,1,4,"2016-1-22",40,116
"Austria","Alpbach","Alpbach",2016,2,1,"2016-2-1",27,114
"Austria","Alpbach","Alpbach",2016,2,2,"2016-2-8",40,125
"Austria","Alpbach","Alpbach",2016,2,3,"2016-2-15",40,122
"Austria","Alpbach","Alpbach",2016,2,4,"2016-2-22",40,114
"Austria","Alpbach","Alpbach",2016,3,1,"2016-3-1",46,140
"Austria","Alpbach","Alpbach",2016,3,2,"2016-3-8",55,150
"Austria","Alpbach","Alpbach",2016,3,3,"2016-3-15",50,134
"Austria","Alpbach","Alpbach",2016,3,4,"2016-3-22",44,130
"Austria","Alpbach","Alpbach",2016,4,1,"2016-4-1",8,98
"Austria","Alpbach","Alpbach",2016,4,2,"2016-4-8",null,15
"Austria","Alpbach","Alpbach",2016,4,3,"2016-4-15",null,null
"Austria","Axamer-Lizum","Axamer Lizum",2015,11,4,"2015-11-22",7,24
"Austria","Axamer-Lizum","Axamer Lizum",2015,12,1,"2015-12-1",9,26
"Austria","Axamer-Lizum","Axamer Lizum",2015,12,2,"2015-12-8",10,20
"Austria","Axamer-Lizum","Axamer Lizum",2015,12,3,"2015-12-15",10,20
"Austria","Axamer-Lizum","Axamer Lizum",2015,12,4,"2015-12-22",10,20
"Austria","Axamer-Lizum","Axamer Lizum",2016,1,1,"2016-1-1",16,36
"Austria","Axamer-Lizum","Axamer Lizum",2016,1,2,"2016-1-8",26,48
"Austria","Axamer-Lizum","Axamer Lizum",2016,1,3,"2016-1-15",35,59
"Austria","Axamer-Lizum","Axamer Lizum",2016,1,4,"2016-1-22",35,60
"Austria","Axamer-Lizum","Axamer Lizum",2016,2,1,"2016-2-1",53,81
"Austria","Axamer-Lizum","Axamer Lizum",2016,2,2,"2016-2-8",80,120
"Austria","Axamer-Lizum","Axamer Lizum",2016,2,3,"2016-2-15",50,100
"Austria","Axamer-Lizum","Axamer Lizum",2016,2,4,"2016-2-22",50,100
"Austria","Axamer-Lizum","Axamer Lizum",2016,3,1,"2016-3-1",56,115
"Austria","Axamer-Lizum","Axamer Lizum",2016,3,2,"2016-3-8",75,125
"Austria","Axamer-Lizum","Axamer Lizum",2016,3,3,"2016-3-15",71,121
"Austria","Axamer-Lizum","Axamer Lizum",2016,3,4,"2016-3-22",56,106
"Austria","Axamer-Lizum","Axamer Lizum",2016,4,1,"2016-4-1",32,77
"Austria","Axamer-Lizum","Axamer Lizum",2016,4,2,"2016-4-8",3,10
"Austria","Axamer-Lizum","Axamer Lizum",2016,4,3,"2016-4-15",null,null
"Austria","Bad-Hofgastein","Bad Hofgastein",2015,11,4,"2015-11-22",5,6
"Austria","Bad-Hofgastein","Bad Hofgastein",2015,12,1,"2015-12-1",30,40
"Austria","Bad-Hofgastein","Bad Hofgastein",2015,12,2,"2015-12-8",30,40
"Austria","Bad-Hofgastein","Bad Hofgastein",2015,12,3,"2015-12-15",30,40
"Austria","Bad-Hofgastein","Bad Hofgastein",2015,12,4,"2015-12-22",30,40
"Austria","Bad-Hofgastein","Bad Hofgastein",2016,1,1,"2016-1-1",30,50
"Austria","Bad-Hofgastein","Bad Hofgastein",2016,1,2,"2016-1-8",30,66
"Austria","Bad-Hofgastein","Bad Hofgastein",2016,1,3,"2016-1-15",36,90
"Austria","Bad-Hofgastein","Bad Hofgastein",2016,1,4,"2016-1-22",40,110
"Austria","Bad-Hofgastein","Bad Hofgastein",2016,2,1,"2016-2-1",40,100
"Austria","Bad-Hofgastein","Bad Hofgastein",2016,2,2,"2016-2-8",40,120
"Austria","Bad-Hofgastein","Bad Hofgastein",2016,2,3,"2016-2-15",40,120
"Austria","Bad-Hofgastein","Bad Hofgastein",2016,2,4,"2016-2-22",40,128
"Austria","Bad-Hofgastein","Bad Hofgastein",2016,3,1,"2016-3-1",40,120
"Austria","Bad-Hofgastein","Bad Hofgastein",2016,3,2,"2016-3-8",40,140
"Austria","Bad-Hofgastein","Bad Hofgastein",2016,3,3,"2016-3-15",40,150
"Austria","Bad-Hofgastein","Bad Hofgastein",2016,3,4,"2016-3-22",36,144
"Austria","Bad-Hofgastein","Bad Hofgastein",2016,4,1,"2016-4-1",7,108
"Austria","Bad-Hofgastein","Bad Hofgastein",2016,4,2,"2016-4-8",null,16
"Austria","Bad-Hofgastein","Bad Hofgastein",2016,4,3,"2016-4-15",null,null
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2015,11,4,"2015-11-22",1,3
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2015,12,1,"2015-12-1",10,20
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2015,12,2,"2015-12-8",10,20
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2015,12,3,"2015-12-15",10,20
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2015,12,4,"2015-12-22",10,20
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2016,1,1,"2016-1-1",15,25
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2016,1,2,"2016-1-8",17,38
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2016,1,3,"2016-1-15",20,45
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2016,1,4,"2016-1-22",20,45
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2016,2,1,"2016-2-1",17,45
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2016,2,2,"2016-2-8",12,45
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2016,2,3,"2016-2-15",20,60
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2016,2,4,"2016-2-22",20,60
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2016,3,1,"2016-3-1",21,61
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2016,3,2,"2016-3-8",25,65
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2016,3,3,"2016-3-15",25,65
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2016,3,4,"2016-3-22",25,65
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2016,4,1,"2016-4-1",5,13
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2016,4,2,"2016-4-8",null,null
"Austria","Bad-Kleinkirchheim","Bad Kleinkirchheim",2016,4,3,"2016-4-15",null,null
"Austria","Badgastein","Badgastein",2015,11,4,"2015-11-22",14,28
"Austria","Badgastein","Badgastein",2015,12,1,"2015-12-1",30,40
"Austria","Badgastein","Badgastein",2015,12,2,"2015-12-8",30,40
"Austria","Badgastein","Badgastein",2015,12,3,"2015-12-15",30,40
"Austria","Badgastein","Badgastein",2015,12,4,"2015-12-22",30,40
"Austria","Badgastein","Badgastein",2016,1,1,"2016-1-1",30,60
"Austria","Badgastein","Badgastein",2016,1,2,"2016-1-8",30,73
"Austria","Badgastein","Badgastein",2016,1,3,"2016-1-15",34,90
"Austria","Badgastein","Badgastein",2016,1,4,"2016-1-22",40,110
"Austria","Badgastein","Badgastein",2016,2,1,"2016-2-1",56,108
"Austria","Badgastein","Badgastein",2016,2,2,"2016-2-8",80,140
"Austria","Badgastein","Badgastein",2016,2,3,"2016-2-15",40,120
"Austria","Badgastein","Badgastein",2016,2,4,"2016-2-22",40,126
"Austria","Badgastein","Badgastein",2016,3,1,"2016-3-1",40,120
"Austria","Badgastein","Badgastein",2016,3,2,"2016-3-8",40,140
"Austria","Badgastein","Badgastein",2016,3,3,"2016-3-15",40,150
"Austria","Badgastein","Badgastein",2016,3,4,"2016-3-22",36,144
"Austria","Badgastein","Badgastein",2016,4,1,"2016-4-1",7,108
"Austria","Badgastein","Badgastein",2016,4,2,"2016-4-8",null,16
"Austria","Badgastein","Badgastein",2016,4,3,"2016-4-15",null,null
"Austria","Brand","Brand",2015,11,4,"2015-11-22",1,3
"Austria","Brand","Brand",2015,12,1,"2015-12-1",8,28
"Austria","Brand","Brand",2015,12,2,"2015-12-8",null,60
"Austria","Brand","Brand",2015,12,3,"2015-12-15",12,30
"Austria","Brand","Brand",2015,12,4,"2015-12-22",20,30
"Austria","Brand","Brand",2016,1,1,"2016-1-1",10,40
"Austria","Brand","Brand",2016,1,2,"2016-1-8",10,48
"Austria","Brand","Brand",2016,1,3,"2016-1-15",45,134
"Austria","Brand","Brand",2016,1,4,"2016-1-22",45,140
"Austria","Brand","Brand",2016,2,1,"2016-2-1",44,136
"Austria","Brand","Brand",2016,2,2,"2016-2-8",7,130
"Austria","Brand","Brand",2016,2,3,"2016-2-15",null,130
"Austria","Brand","Brand",2016,2,4,"2016-2-22",null,130
"Austria","Brand","Brand",2016,3,1,"2016-3-1",3,130
"Austria","Brand","Brand",2016,3,2,"2016-3-8",13,129
"Austria","Brand","Brand",2016,3,3,"2016-3-15",12,134
"Austria","Brand","Brand",2016,3,4,"2016-3-22",8,128
"Austria","Brand","Brand",2016,4,1,"2016-4-1",null,26
"Austria","Brand","Brand",2016,4,2,"2016-4-8",null,null
"Austria","Brand","Brand",2016,4,3,"2016-4-15",null,null
"Austria","Damuls-Mellau","Damuls/Mellau",2015,11,4,"2015-11-22",3,8
"Austria","Damuls-Mellau","Damuls/Mellau",2015,12,1,"2015-12-1",10,50
"Austria","Damuls-Mellau","Damuls/Mellau",2015,12,2,"2015-12-8",23,50
"Austria","Damuls-Mellau","Damuls/Mellau",2015,12,3,"2015-12-15",30,48
"Austria","Damuls-Mellau","Damuls/Mellau",2015,12,4,"2015-12-22",30,44
"Austria","Damuls-Mellau","Damuls/Mellau",2016,1,1,"2016-1-1",38,68
"Austria","Damuls-Mellau","Damuls/Mellau",2016,1,2,"2016-1-8",28,85
"Austria","Damuls-Mellau","Damuls/Mellau",2016,1,3,"2016-1-15",79,182
"Austria","Damuls-Mellau","Damuls/Mellau",2016,1,4,"2016-1-22",84,162
"Austria","Damuls-Mellau","Damuls/Mellau",2016,2,1,"2016-2-1",110,163
"Austria","Damuls-Mellau","Damuls/Mellau",2016,2,2,"2016-2-8",120,168
"Austria","Damuls-Mellau","Damuls/Mellau",2016,2,3,"2016-2-15",131,166
"Austria","Damuls-Mellau","Damuls/Mellau",2016,2,4,"2016-2-22",131,162
"Austria","Damuls-Mellau","Damuls/Mellau",2016,3,1,"2016-3-1",152,180
"Austria","Damuls-Mellau","Damuls/Mellau",2016,3,2,"2016-3-8",154,181
"Austria","Damuls-Mellau","Damuls/Mellau",2016,3,3,"2016-3-15",146,186
"Austria","Damuls-Mellau","Damuls/Mellau",2016,3,4,"2016-3-22",139,179
"Austria","Damuls-Mellau","Damuls/Mellau",2016,4,1,"2016-4-1",80,150
"Austria","Damuls-Mellau","Damuls/Mellau",2016,4,2,"2016-4-8",11,23
"Austria","Damuls-Mellau","Damuls/Mellau",2016,4,3,"2016-4-15",null,null
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2015,11,4,"2015-11-22",14,28
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2015,12,1,"2015-12-1",30,45
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2015,12,2,"2015-12-8",30,41
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2015,12,3,"2015-12-15",30,40
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2015,12,4,"2015-12-22",30,40
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2016,1,1,"2016-1-1",30,40
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2016,1,2,"2016-1-8",37,63
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2016,1,3,"2016-1-15",55,100
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2016,1,4,"2016-1-22",55,106
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2016,2,1,"2016-2-1",58,116
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2016,2,2,"2016-2-8",64,135
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2016,2,3,"2016-2-15",64,127
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2016,2,4,"2016-2-22",50,125
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2016,3,1,"2016-3-1",97,128
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2016,3,2,"2016-3-8",70,165
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2016,3,3,"2016-3-15",44,137
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2016,3,4,"2016-3-22",43,132
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2016,4,1,"2016-4-1",8,26
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2016,4,2,"2016-4-8",null,null
"Austria","Dorfgastein-Grossarl","Dorfgastein/Grossarl",2016,4,3,"2016-4-15",null,null
"Austria","Ellmau","Ellmau",2015,11,4,"2015-11-22",1,5
"Austria","Ellmau","Ellmau",2015,12,1,"2015-12-1",10,30
"Austria","Ellmau","Ellmau",2015,12,2,"2015-12-8",10,30
"Austria","Ellmau","Ellmau",2015,12,3,"2015-12-15",10,30
"Austria","Ellmau","Ellmau",2015,12,4,"2015-12-22",10,22
"Austria","Ellmau","Ellmau",2016,1,1,"2016-1-1",15,31
"Austria","Ellmau","Ellmau",2016,1,2,"2016-1-8",18,39
"Austria","Ellmau","Ellmau",2016,1,3,"2016-1-15",53,73
"Austria","Ellmau","Ellmau",2016,1,4,"2016-1-22",50,70
"Austria","Ellmau","Ellmau",2016,2,1,"2016-2-1",48,60
"Austria","Ellmau","Ellmau",2016,2,2,"2016-2-8",55,65
"Austria","Ellmau","Ellmau",2016,2,3,"2016-2-15",55,65
"Austria","Ellmau","Ellmau",2016,2,4,"2016-2-22",54,64
"Austria","Ellmau","Ellmau",2016,3,1,"2016-3-1",50,60
"Austria","Ellmau","Ellmau",2016,3,2,"2016-3-8",50,60
"Austria","Ellmau","Ellmau",2016,3,3,"2016-3-15",50,60
"Austria","Ellmau","Ellmau",2016,3,4,"2016-3-22",44,57
"Austria","Ellmau","Ellmau",2016,4,1,"2016-4-1",7,10
"Austria","Ellmau","Ellmau",2016,4,2,"2016-4-8",null,null
"Austria","Ellmau","Ellmau",2016,4,3,"2016-4-15",null,null
"Austria","Fieberbrunn","Fieberbrunn",2015,11,4,"2015-11-22",null,1
"Austria","Fieberbrunn","Fieberbrunn",2015,12,1,"2015-12-1",10,26
"Austria","Fieberbrunn","Fieberbrunn",2015,12,2,"2015-12-8",30,50
"Austria","Fieberbrunn","Fieberbrunn",2015,12,3,"2015-12-15",20,38
"Austria","Fieberbrunn","Fieberbrunn",2015,12,4,"2015-12-22",18,30
"Austria","Fieberbrunn","Fieberbrunn",2016,1,1,"2016-1-1",20,32
"Austria","Fieberbrunn","Fieberbrunn",2016,1,2,"2016-1-8",23,51
"Austria","Fieberbrunn","Fieberbrunn",2016,1,3,"2016-1-15",50,108
"Austria","Fieberbrunn","Fieberbrunn",2016,1,4,"2016-1-22",35,102
"Austria","Fieberbrunn","Fieberbrunn",2016,2,1,"2016-2-1",35,112
"Austria","Fieberbrunn","Fieberbrunn",2016,2,2,"2016-2-8",55,139
"Austria","Fieberbrunn","Fieberbrunn",2016,2,3,"2016-2-15",60,144
"Austria","Fieberbrunn","Fieberbrunn",2016,2,4,"2016-2-22",58,154
"Austria","Fieberbrunn","Fieberbrunn",2016,3,1,"2016-3-1",54,140
"Austria","Fieberbrunn","Fieberbrunn",2016,3,2,"2016-3-8",58,148
"Austria","Fieberbrunn","Fieberbrunn",2016,3,3,"2016-3-15",53,143
"Austria","Fieberbrunn","Fieberbrunn",2016,3,4,"2016-3-22",44,140
"Austria","Fieberbrunn","Fieberbrunn",2016,4,1,"2016-4-1",21,124
"Austria","Fieberbrunn","Fieberbrunn",2016,4,2,"2016-4-8",2,20
"Austria","Fieberbrunn","Fieberbrunn",2016,4,3,"2016-4-15",null,null
"Austria","Filzmoos","Filzmoos",2015,11,4,"2015-11-22",null,null
"Austria","Filzmoos","Filzmoos",2015,12,1,"2015-12-1",6,6
"Austria","Filzmoos","Filzmoos",2015,12,2,"2015-12-8",30,30
"Austria","Filzmoos","Filzmoos",2015,12,3,"2015-12-15",30,30
"Austria","Filzmoos","Filzmoos",2015,12,4,"2015-12-22",30,30
"Austria","Filzmoos","Filzmoos",2016,1,1,"2016-1-1",35,35
